INDEX,OFFSET_HEX,LENGTH,TYPE,ENCODING,TEXT,HEX_BYTES
633,0x00524758,48,DEF,FF7,Could not format.,23 4F 55 4C 44 00 4E 4F 54 00 46 4F 52 4D 41 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
634,0x00524788,48,DEF,FF7,Not formatted.,2E 4F 54 00 46 4F 52 4D 41 54 54 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
635,0x005247B8,48,DEF,FF7,Want to format it now?,37 41 4E 54 00 54 4F 00 46 4F 52 4D 41 54 00 49 54 00 4E 4F 57 1F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
636,0x005247E8,48,DEF,FF7,No save data file.,2E 4F 00 53 41 56 45 00 44 41 54 41 00 46 49 4C 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
637,0x00524818,48,DEF,FF7,No save data file.,2E 4F 00 53 41 56 45 00 44 41 54 41 00 46 49 4C 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
638,0x00524848,48,DEF,FF7,This Memory card is damaged and cannot be used.,34 48 49 53 00 2D 45 4D 4F 52 59 00 43 41 52 44 00 49 53 00 44 41 4D 41 47 45 44 00 41 4E 44 00 43 41 4E 4E 4F 54 00 42 45 00 55 53 45 44 0E FF
639,0x00524878,48,DEF,FF7,Please insert another Memory card.,30 4C 45 41 53 45 00 49 4E 53 45 52 54 00 41 4E 4F 54 48 45 52 00 2D 45 4D 4F 52 59 00 43 41 52 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00
640,0x005248A8,48,DEF,FF7,Not enough space left on save data file.,2E 4F 54 00 45 4E 4F 55 47 48 00 53 50 41 43 45 00 4C 45 46 54 00 4F 4E 00 53 41 56 45 00 44 41 54 41 00 46 49 4C 45 0E FF 00 00 00 00 00 00 00
641,0x005248D8,48,DEF,FF7,"Use another save data file,",35 53 45 00 41 4E 4F 54 48 45 52 00 53 41 56 45 00 44 41 54 41 00 46 49 4C 45 0C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
642,0x00524908,48,DEF,FF7,or erase 1 block of saved data.,4F 52 00 45 52 41 53 45 00 11 00 42 4C 4F 43 4B 00 4F 46 00 53 41 56 45 44 00 44 41 54 41 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
643,0x00524998,48,DEF,FF7,Couldn't read it.,23 4F 55 4C 44 4E 07 54 00 52 45 41 44 00 49 54 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
644,0x005249C8,48,DEF,FF7,Still want to begin the game?,33 54 49 4C 4C 00 57 41 4E 54 00 54 4F 00 42 45 47 49 4E 00 54 48 45 00 47 41 4D 45 1F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
645,0x00524AB8,48,DEF,FF7,Can not allocate save file memory buffer!,23 41 4E 00 4E 4F 54 00 41 4C 4C 4F 43 41 54 45 00 53 41 56 45 00 46 49 4C 45 00 4D 45 4D 4F 52 59 00 42 55 46 46 45 52 01 FF 00 00 00 00 00 00
646,0x00524AE8,48,DEF,FF7,Invalid save file!,29 4E 56 41 4C 49 44 00 53 41 56 45 00 46 49 4C 45 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
647,0x00524B18,12,DEF,FF7,Save 1,33 41 56 45 00 11 00 00 00 FF 00 00
648,0x00524B24,12,DEF,FF7,Save 2,33 41 56 45 00 12 00 00 00 FF 00 00
649,0x00524B30,12,DEF_FIXED,FF7,Save 3,33 41 56 45 00 13 00 00 00 FF 00 00
650,0x00524B3C,12,DEF_FIXED,FF7,Save 4,33 41 56 45 00 14 00 00 00 FF 00 00
651,0x00524B48,12,DEF_FIXED,FF7,Save 5,33 41 56 45 00 15 00 00 00 FF 00 00
652,0x00524B54,12,DEF_FIXED,FF7,Save 6,33 41 56 45 00 16 00 00 00 FF 00 00
653,0x00524B60,12,DEF_FIXED,FF7,Save 7,33 41 56 45 00 17 00 00 00 FF 00 00
654,0x00524B6C,12,DEF_FIXED,FF7,Save 8,33 41 56 45 00 18 00 00 00 FF 00 00
655,0x00524B78,12,DEF_FIXED,FF7,Save 9,33 41 56 45 00 19 00 00 00 FF 00 00
656,0x00524B84,12,DEF_FIXED,FF7,Save 10,33 41 56 45 00 11 10 FF 00 00 00 00
657,0x00524BF0,8,DEF_FIXED,FF7,Level,2C 45 56 45 4C FF 00 00
658,0x005552C0,16,RGB,ASCII,"00'00""000",30 30 27 30 30 22 30 30 30 00 00 00 00 00 00 00
659,0x005552D0,16,RGB,ASCII,"--'--""---",2D 2D 27 2D 2D 22 2D 2D 2D 00 00 00 00 00 00 00
660,0x00555410,16,RGB,ASCII,COURSE A RECORD,43 4F 55 52 53 45 20 41 20 52 45 43 4F 52 44 00
661,0x00555420,16,RGB,ASCII,"00'00""000",30 30 27 30 30 22 30 30 30 00 00 00 00 00 00 00
662,0x00555430,16,RGB,ASCII,"--'--""---",2D 2D 27 2D 2D 22 2D 2D 2D 00 00 00 00 00 00 00
663,0x005557A0,8,RGB,ASCII,BEST,42 45 53 54 00 00 00 00
664,0x005557B0,12,RGB,ASCII,CONTINUE,43 4F 4E 54 49 4E 55 45 00 00 00 00
665,0x005557BC,8,RGB,ASCII,RETRY,52 45 54 52 59 00 00 00
666,0x005557C4,8,RGB,ASCII,EXIT,45 58 49 54 00 00 00 00
667,0x005557CC,8,RGB,ASCII,OPTION,4F 50 54 49 4F 4E 00 00
668,0x005557D4,12,RGB,ASCII,CONTINUE,43 4F 4E 54 49 4E 55 45 00 00 00 00
669,0x005557E0,8,RGB,ASCII,RETRY,52 45 54 52 59 00 00 00
670,0x005557E8,8,RGB,ASCII,EXIT,45 58 49 54 00 00 00 00
671,0x005557F0,8,RGB,ASCII,GHOST,47 48 4F 53 54 00 00 00
672,0x005557F8,8,RGB,ASCII,SURFACE,53 55 52 46 41 43 45 00
673,0x00555800,4,RGB,ASCII,OFF,4F 46 46 00
674,0x00555804,8,RGB,ASCII,BOARD,42 4F 41 52 44 00 00 00
675,0x0055580C,8,RGB,ASCII,SLEIGH,53 4C 45 49 47 48 00 00
676,0x00555814,8,RGB,ASCII,? ? ?,3F 20 3F 20 3F 00 00 00
677,0x0055581C,8,RGB,ASCII,SNOW,53 4E 4F 57 00 00 00 00
678,0x00555824,8,RGB,ASCII,CHECKED,43 48 45 43 4B 45 44 00
679,0x0055582C,12,RGB,ASCII,TRY AGAIN,54 52 59 20 41 47 41 49 4E 00 00 00
680,0x00555838,8,RGB,ASCII,EXIT,45 58 49 54 00 00 00 00
681,0x00555848,12,RGB,ASCII,TECHNIQUE,54 45 43 48 4E 49 51 55 45 00 00 00
682,0x00555854,8,RGB,ASCII,TIME,54 49 4D 45 00 00 00 00
683,0x0055585C,8,RGB,ASCII,BALLOON,42 41 4C 4C 4F 4F 4E 00
684,0x00555864,8,RGB,ASCII,TOTAL,54 4F 54 41 4C 00 00 00
685,0x0055586C,8,RGB,ASCII,BEST,42 45 53 54 00 00 00 00
686,0x00555874,12,RGB,ASCII,/30 PTS.,2F 33 30 20 50 54 53 2E 00 00 00 00
687,0x00555880,12,ASCII_FIX,ASCII,/30 PTS.,2F 33 30 20 50 54 53 2E 00 00 00 00
688,0x0055588C,12,ASCII_FIX,ASCII,/40 PTS.,2F 34 30 20 50 54 53 2E 00 00 00 00
689,0x00555898,8,ASCII_FIX,ASCII,/# PTS.,2F 23 20 50 54 53 2E 00
690,0x005558A0,8,ASCII_FIX,ASCII,/# PTS.,2F 23 20 50 54 53 2E 00
691,0x005558AC,8,ASCII_FIX,ASCII,1ST.,31 53 54 2E 00 00 00 00
692,0x005558B4,8,ASCII_FIX,ASCII,2ND.,32 4E 44 2E 00 00 00 00
693,0x005558BC,8,ASCII_FIX,ASCII,3RD.,33 52 44 2E 00 00 00 00
694,0x005558C4,8,ASCII_FIX,ASCII,4TH.,34 54 48 2E 00 00 00 00
695,0x005558CC,8,ASCII_FIX,ASCII,5TH.,35 54 48 2E 00 00 00 00
696,0x0057B2A8,8,FFPADDED,FF7,TEIOH,34 25 29 2F 28 FF FF FF
697,0x0057B3D0,16,FFPADDED,FF7,Sprint Shoes,33 50 52 49 4E 54 00 33 48 4F 45 53 FF FF FF FF
698,0x0057B3E0,16,FFPADDED,FF7,Counter,23 4F 55 4E 54 45 52 FF FF FF FF FF FF FF FF FF
699,0x0057B3F0,16,FFPADDED,FF7,Magic Counter,2D 41 47 49 43 00 23 4F 55 4E 54 45 52 FF FF FF
700,0x0057B400,16,FFPADDED,FF7,Precious Watch,30 52 45 43 49 4F 55 53 00 37 41 54 43 48 FF FF
701,0x0057B410,16,FFPADDED,FF7,Ether,25 54 48 45 52 FF FF FF FF FF FF FF FF FF FF FF
702,0x0057B420,16,FFPADDED,FF7,Hero Drink,28 45 52 4F 00 24 52 49 4E 4B FF FF FF FF FF FF
703,0x0057B430,16,FFPADDED,FF7,Bolt Plume,22 4F 4C 54 00 30 4C 55 4D 45 FF FF FF FF FF FF
704,0x0057B440,16,FFPADDED,FF7,Elixir,25 4C 49 58 49 52 FF FF FF FF FF FF FF FF FF FF
705,0x0057B450,16,FFPADDED,FF7,Fire Fang,26 49 52 45 00 26 41 4E 47 FF FF FF FF FF FF FF
706,0x0057B460,16,FFPADDED,FF7,Antarctic Wind,21 4E 54 41 52 43 54 49 43 00 37 49 4E 44 FF FF
707,0x0057B470,16,FFPADDED,FF7,Potion,30 4F 54 49 4F 4E FF FF FF FF FF FF FF FF FF FF
708,0x0057B480,16,FFPADDED,FF7,Phoenix Down,30 48 4F 45 4E 49 58 00 24 4F 57 4E FF FF FF FF
709,0x0057B490,16,FFPADDED,FF7,Hyper,28 59 50 45 52 FF FF FF FF FF FF FF FF FF FF FF
710,0x0057B4A0,16,FFPADDED,FF7,Tranquilizer,34 52 41 4E 51 55 49 4C 49 5A 45 52 FF FF FF FF
711,0x0057B4B0,16,FFPADDED,FF7,Cat's Bell,23 41 54 07 53 00 22 45 4C 4C FF FF FF FF FF FF
712,0x0057B4C0,16,ZEROTERM,FF7,Enemy,25 4E 45 4D 59 00 21 57 41 59 FF FF FF FF FF FF
713,0x0057B4D0,16,ZEROTERM,FF7,Sneak,33 4E 45 41 4B 00 21 54 54 41 43 4B FF FF FF FF
714,0x0057B4E0,16,ZEROTERM,FF7,Chocobracelet,23 48 4F 43 4F 42 52 41 43 45 4C 45 54 FF FF FF
715,0x0057B4F0,16,ZEROTERM,FF7,Swift,33 57 49 46 54 00 22 4F 4C 54 FF FF FF FF FF FF
716,0x0057B500,16,ZEROTERM,FF7,Fire,26 49 52 45 00 36 45 49 4C FF FF FF FF FF FF FF
717,0x0057B510,16,ZEROTERM,FF7,Megalixir,2D 45 47 41 4C 49 58 49 52 FF FF FF FF FF FF FF
718,0x0057B520,16,ZEROTERM,FF7,Turbo,34 55 52 42 4F 00 25 54 48 45 52 FF FF FF FF FF
719,0x0057B530,16,ZEROTERM,FF7,Hi-Potion,28 49 0D 30 4F 54 49 4F 4E FF FF FF FF FF FF FF
720,0x0057B540,16,ZEROTERM,FF7,Ice,29 43 45 00 23 52 59 53 54 41 4C FF FF FF FF FF
721,0x0057B658,7,ZEROTERM,FF7,SAM,33 21 2D 00 00 00 00
722,0x0057B65F,7,ZEROTERM,FF7,ELEN,25 2C 25 2E 00 00 00
723,0x0057B666,7,ZEROTERM,FF7,BLUES,22 2C 35 25 33 00 00
724,0x0057B66D,7,ZEROTERM,FF7,TOM,34 2F 2D 00 00 00 00
725,0x0057B674,7,ZEROTERM,FF7,JOHN,2A 2F 28 2E 00 00 00
726,0x0057B67B,7,ZEROTERM,FF7,GARY,27 21 32 39 00 00 00
727,0x0057B682,7,ZEROTERM,FF7,MIKE,2D 29 2B 25 00 00 00
728,0x0057B689,7,ZEROTERM,FF7,SANDY,33 21 2E 24 39 00 00
729,0x0057B690,7,ZEROTERM,FF7,JU,2A 35 00 00 00 00 00
730,0x0057B697,7,ZEROTERM,FF7,LY,2C 39 00 00 00 00 00
731,0x0057B69E,7,ZEROTERM,FF7,JOEL,2A 2F 25 2C 00 00 00
732,0x0057B6A5,7,ZEROTERM,FF7,GREY,27 32 25 39 00 00 00
733,0x0057B6AC,7,ZEROTERM,FF7,EDWARD,25 24 37 21 32 24 00
734,0x0057B6B3,7,ZEROTERM,FF7,JAMES,2A 21 2D 25 33 00 00
735,0x0057B6BA,7,ZEROTERM,FF7,HARVEY,28 21 32 36 25 39 00
736,0x0057B6C1,7,ZEROTERM,FF7,DAN,24 21 2E 00 00 00 00
737,0x0057B6C8,7,ZEROTERM,FF7,RUDY,32 35 24 39 00 00 00
738,0x0057B6CF,7,ZEROTERM,FF7,GRAHAM,27 32 21 28 21 2D 00
739,0x0057B6D6,7,ZEROTERM,FF7,FOX,26 2F 38 00 00 00 00
740,0x0057B6DD,7,ZEROTERM,FF7,CLIVE,23 2C 29 36 25 00 00
741,0x0057B6E4,7,ZEROTERM,FF7,SEAN,33 25 21 2E 00 00 00
742,0x0057B6EB,7,ZEROTERM,FF7,YOUNG,39 2F 35 2E 27 00 00
743,0x0057B6F2,7,ZEROTERM,FF7,ROBIN,32 2F 22 29 2E 00 00
744,0x0057B6F9,7,ZEROTERM,FF7,DARIO,24 21 32 29 2F 00 00
745,0x0057B700,7,ZEROTERM,FF7,K,2B 00 00 00 00 00 00
746,0x0057B707,7,ZEROTERM,FF7,ARL,21 32 2C 00 00 00 00
747,0x0057B70E,7,ZEROTERM,FF7,SARA,33 21 32 21 00 00 00
748,0x0057B715,7,ZEROTERM,FF7,MARIE,2D 21 32 29 25 00 00
749,0x0057B71C,7,ZEROTERM,FF7,SAMMY,33 21 2D 2D 39 00 00
750,0x0057B723,7,ZEROTERM,FF7,LIA,2C 29 21 00 00 00 00
751,0x0057B72A,7,ZEROTERM,FF7,KNIGHT,2B 2E 29 27 28 34 00
752,0x0057B731,7,ZEROTERM,FF7,PAULA,30 21 35 2C 21 00 00
753,0x0057B738,7,ZEROTERM,FF7,PAU,30 21 35 00 00 00 00
754,0x0057B73F,7,ZEROTERM,FF7,LE,2C 25 00 00 00 00 00
755,0x0057B746,7,ZEROTERM,FF7,PETER,30 25 34 25 32 00 00
756,0x0057B74D,7,ZEROTERM,FF7,AIMEE,21 29 2D 25 25 00 00
757,0x0057B754,7,ZEROTERM,FF7,TERRY,34 25 32 32 39 00 00
758,0x0057B75B,7,ZEROTERM,FF7,ANDY,21 2E 24 39 00 00 00
759,0x0057B762,7,ZEROTERM,FF7,NANCY,2E 21 2E 23 39 00 00
760,0x0057B769,7,ZEROTERM,FF7,TIM,34 29 2D 00 00 00 00
761,0x0057B770,7,ZEROTERM,FF7,ROBER,32 2F 22 25 32 00 00
762,0x0057B777,7,ZEROTERM,FF7,T,34 00 00 00 00 00 00
763,0x0057B77E,7,ZEROTERM,FF7,GEORGE,27 25 2F 32 27 25 00
764,0x0057B785,7,ZEROTERM,FF7,JENNY,2A 25 2E 2E 39 00 00
765,0x0057B78C,7,ZEROTERM,FF7,RICA,32 29 23 21 00 00 00
766,0x0057B793,7,ZEROTERM,FF7,JULIA,2A 35 2C 29 21 00 00
