# FF7 German Strings by touphScript Index
# Generated: 2026-01-03 13:22:02 JST
# Session: 8bc98f0a-abab-49e6-acdd-56dd38e9d149
# Source: /mnt/d/Games/Stand-alone/FINAL FANTASY VII/ff7_de.exe
# Base Delta: 0x77840
# Total strings: 758
#
# Format: [INDEX] [DE_OFFSET] [LENGTH] [TYPE] | DECODED_DE_TEXT | RAW_HEX_BYTES
# ====================================================================================================

[608] 0x0059BB74  36 DEF        | L[01]  p   [96]   [96]   [96]            [E8][03]   | 2C 01 00 00 50 00 00 00 96 00 00 00 96 00 00 00 96 00 00 00 64 00 00 00 64 00 00 00 64 00 00 00 E8 03 00 00
[609] 0x0059BB98  36 DEF        | L[01]  [E8][03]  [02]   [02]   p   [02]   [02]   [02]   [02]    | 2C 01 00 00 E8 03 00 00 02 00 00 00 02 00 00 00 50 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00
[610] 0x0059BBBC  36 DEF        | [02]   [02]   [02]   [02]   [02]   [02]   [20][03]  [02]   [02]    | 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 20 03 00 00 02 00 00 00 02 00 00 00
[611] 0x0059BBE0  36 DEF        | [02]   [20][03]  [02]   [02]   [02]   [02]   [02]   [02]   [02]    | 02 00 00 00 20 03 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00
[612] 0x0059BC04  36 DEF        | [02]   [02]   [02]   [02]   [02]   [02]   [02]   [F4][01]  [F4][01]   | 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 F4 01 00 00 F4 01 00 00
[613] 0x0059BC28  36 DEF        | R   [90][01]  [E8][03]  [02]   [02]   [02]   [02]   [02]   [02]    | 32 00 00 00 90 01 00 00 E8 03 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00
[614] 0x0059BC4C  36 DEF        | [02]   [88][13]  [B8][0B]  [DC][05]  [E8][03]  [20][03]  [90][01]  [FA]       | 02 00 00 00 88 13 00 00 B8 0B 00 00 DC 05 00 00 E8 03 00 00 20 03 00 00 90 01 00 00 FA 00 00 00 64 00 00 00
[615] 0x0059BC70  36 DEF        | [F4][01]  [F4][01]  [F4][01]  [F4][01]  [F4][01]  [F4][01]  [F4][01]  [02]   [02]    | F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 02 00 00 00 02 00 00 00
[616] 0x0059BC94  36 DEF        | [D0][07]  [DC][05]  x[02]  [90][01]  [C8]      [0A]   [02]   [F4][01]   | D0 07 00 00 DC 05 00 00 58 02 00 00 90 01 00 00 C8 00 00 00 64 00 00 00 0A 00 00 00 02 00 00 00 F4 01 00 00
[617] 0x0059BCB8  36 DEF        | [F4][01]  [F4][01]  [F4][01]  [F4][01]  [F4][01]  [F4][01]  [F4][01]  R   R    | F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 F4 01 00 00 32 00 00 00 32 00 00 00
[618] 0x0059BCDC  36 DEF        | R   [F4][01]  R   R   R   [02]   [02]   [02]        | 32 00 00 00 F4 01 00 00 32 00 00 00 32 00 00 00 32 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 00 00 00 00
[619] 0x0059BD00  36 DEF        |                                      | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[620] 0x0059BD24  36 DEF        |                                      | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[621] 0x0059BD48  36 DEF        |                    [E8][03]  [DC][05]  [F0][0A]  [E0]N   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 78 00 00 00 E8 03 00 00 DC 05 00 00 F0 0A 00 00 E0 2E 00 00
[622] 0x0059BD6C  36 DEF        | [E0]N  pf  [98][08]  [D8][0E]  [19]  [F0][0A]  [10]  [02]   [02]    | E0 2E 00 00 50 46 00 00 98 08 00 00 D8 0E 00 00 64 19 00 00 F0 0A 00 00 68 10 00 00 02 00 00 00 02 00 00 00
[623] 0x0059BD90  36 DEF        | [02]   [02]      `[01]  [EE][02]  [B0][04]  [C4][09]  [A8][16]  [10]G   | 02 00 00 00 02 00 00 00 78 00 00 00 40 01 00 00 EE 02 00 00 B0 04 00 00 C4 09 00 00 A8 16 00 00 10 27 00 00
[624] 0x0059BDB4  36 DEF        | [80]^  [08][07]  [8C][0A]  [98]Z  [98][08]  [10]  [02]   [02]   [02]    | 80 3E 00 00 08 07 00 00 8C 0A 00 00 98 3A 00 00 98 08 00 00 68 10 00 00 02 00 00 00 02 00 00 00 02 00 00 00
[625] 0x0059BDD8  36 DEF        |    ~[01]  [B6][03]  [05]  [8C][0A]  [9C][18]  [E0]N  pf  [D0][07]   | 78 00 00 00 5E 01 00 00 B6 03 00 00 78 05 00 00 8C 0A 00 00 9C 18 00 00 E0 2E 00 00 50 46 00 00 D0 07 00 00
[626] 0x0059BDFC  36 DEF        | [E4][0C]  [80]^  [80][0C]  [E4][0C]  [02]   [02]   [02]   [20][03]  [14][05]   | E4 0C 00 00 80 3E 00 00 80 0C 00 00 E4 0C 00 00 02 00 00 00 02 00 00 00 02 00 00 00 20 03 00 00 14 05 00 00
[627] 0x0059BE20  36 DEF        | [C4][09]  [17]  [F8]J  b  [D0][07]  [AC][0D]  [B0]V  [17]  `[1F]   | C4 09 00 00 70 17 00 00 F8 2A 00 00 68 42 00 00 D0 07 00 00 AC 0D 00 00 B0 36 00 00 70 17 00 00 40 1F 00 00
[628] 0x0059BE44  36 DEF        | [02]   [02]   [02]   [8C]   [01]  [20][03]  [14][05]  H[0A]  [A8][16]   | 02 00 00 00 02 00 00 00 02 00 00 00 8C 00 00 00 72 01 00 00 20 03 00 00 14 05 00 00 28 0A 00 00 A8 16 00 00
[629] 0x0059BE68  36 DEF        | [08][07]  [80][0C]  [C4][09]  [D8][0E]  l[1D]  [B0][04]  [19]  l[1D]  [C8]R   | 08 07 00 00 80 0C 00 00 C4 09 00 00 D8 0E 00 00 4C 1D 00 00 B0 04 00 00 64 19 00 00 4C 1D 00 00 C8 32 00 00
[630] 0x0059BE8C  36 DEF        | Xj  x[1B]  l[1D]  [80]^  [80][0C]  X[18]  [02]   [98]Z  [02]    | 38 4A 00 00 58 1B 00 00 4C 1D 00 00 80 3E 00 00 80 0C 00 00 38 18 00 00 02 00 00 00 98 3A 00 00 02 00 00 00
[631] 0x0059BED8  48 DEF        | [B8][0B]  [17]  [02]   [02]   [02]   [F4][01]  [09]  [7C][15]  [F8]J  pf  [FC][08]  [F0][0A]   | B8 0B 00 00 70 17 00 00 02 00 00 00 02 00 00 00 02 00 00 00 F4 01 00 00 60 09 00 00 7C 15 00 00 F8 2A 00 00 50 46 00 00 FC 08 00 00 F0 0A 00 00
[632] 0x0059BF68  48 DEF        | [20][03]  [14][05]  [D0][07]  [80][0C]  [C0][12]  [08][07]  [0E]  `[1F]  [E0]N  x[02]  [20][03]  [02]    | 20 03 00 00 14 05 00 00 D0 07 00 00 80 0C 00 00 C0 12 00 00 08 07 00 00 74 0E 00 00 40 1F 00 00 E0 2E 00 00 58 02 00 00 20 03 00 00 02 00 00 00
[633] 0x0059BF98  48 DEF        | [02]   [02]   [E8][03]  [B6][03]  [DC][05]  [14][05]  [C0][12]  [C0][12]  [C0][12]  [D8][0E]  [02]   [02]    | 02 00 00 00 02 00 00 00 E8 03 00 00 B6 03 00 00 DC 05 00 00 14 05 00 00 C0 12 00 00 C0 12 00 00 C0 12 00 00 D8 0E 00 00 02 00 00 00 02 00 00 00
[634] 0x0059BFC8  48 DEF        | [02]   [02]   [02]   [02]   l[1D]  [AC][0D]  l[1D]  [A0][0F]  [10]G  [10]G  [02]   [20]n   | 02 00 00 00 02 00 00 00 02 00 00 00 02 00 00 00 4C 1D 00 00 AC 0D 00 00 4C 1D 00 00 A0 0F 00 00 10 27 00 00 10 27 00 00 02 00 00 00 20 4E 00 00
[635] 0x0059BFF8  48 DEF        | [02]   [02]   [A0][0F]  [B8][0B]  [B8][0B]  x[1B]  l[1D]  [88][13]  [F4][01]  l[1D]  [02]   `[1F]   | 02 00 00 00 02 00 00 00 A0 0F 00 00 B8 0B 00 00 B8 0B 00 00 58 1B 00 00 4C 1D 00 00 88 13 00 00 F4 01 00 00 4C 1D 00 00 02 00 00 00 40 1F 00 00
[636] 0x0059C028  48 DEF        | `[1F]  `[1F]  [02]   l[1D]  [88][13]  [02]   HC  [02]   [E0]N  [10]G  [02]   [02]    | 40 1F 00 00 40 1F 00 00 02 00 00 00 4C 1D 00 00 88 13 00 00 02 00 00 00 28 23 00 00 02 00 00 00 E0 2E 00 00 10 27 00 00 02 00 00 00 02 00 00 00
[637] 0x0059C058  48 DEF        |  | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[638] 0x0059C088  48 DEF        |  | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[639] 0x0059C0B8  48 DEF        |  | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[640] 0x0059C0E8  48 DEF        |  | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[641] 0x0059C118  48 DEF        |  | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[642] 0x0059C148  48 DEF        |  | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 40 1F 00 00 40 1F 00 00 20 4E 00 00 20 4E 00 00 98 3A 00 00 01 00 00 00 01 00 00 00 01 00 00 00
[643] 0x0059C1D8  48 DEF        | [01]   [01]   [01]   [01]   [B0][04]  [E8][03]  [10]G  [10]G  [01]   [10]G  [10]G  [01]    | 01 00 00 00 01 00 00 00 01 00 00 00 01 00 00 00 B0 04 00 00 E8 03 00 00 10 27 00 00 10 27 00 00 01 00 00 00 10 27 00 00 10 27 00 00 01 00 00 00
[644] 0x0059C208  48 DEF        | [01]    | 01 00 00 00 FF FF FF FF FF FF FF FF FF FF FF FF 01 00 00 00 58 02 00 00 58 02 00 00 DC 05 00 00 58 02 00 00 EE 02 00 00 DC 05 00 00 B8 0B 00 00
[645] 0x0059C2F8  48 DEF        |  | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[646] 0x0059C328  48 DEF        |  | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[647] 0x0059C358  12 DEF        |  | FF 00 00 00 FF FF FF FF 00 00 00 00
[648] 0x0059C364  12 DEF        | [9A][01]S   S [80][02]S  | 9A 01 33 00 00 00 33 00 80 02 33 00
[649] 0x0059C370  12 RGB        |   ^ [C6][01][CF]   -[01] | 00 00 5E 00 C6 01 CF 00 00 00 2D 01
[650] 0x0059C37C  12 RGB        | [80][02][B2]          | 80 02 B2 00 00 00 00 00 00 00 00 00
[651] 0x0059C388  12 RGB        |   f [80][02]3 [B8][01]^  | 00 00 66 00 80 02 33 00 B8 01 5E 00
[652] 0x0059C394  12 RGB        | [C8] [CF] [ED] / [7F] x  | C8 00 CF 00 ED 00 2F 00 7F 00 78 00
[653] 0x0059C3A0  12 RGB        |   3 [80][02][AD][01][EE] [8C][01] | 00 00 33 00 80 02 AD 01 EE 00 8C 01
[654] 0x0059C3AC  12 RGB        | [DA] T G[01]] [A0] V  | DA 00 54 00 47 01 5D 00 A0 00 56 00
[655] 0x0059C3B8  12 RGB        |   3 [80][02]^   [91]  | 00 00 33 00 80 02 5E 00 00 00 91 00
[656] 0x0059C3C4  12 RGB        | [80][02]3   [BD] [83][01]#[01] | 80 02 33 00 00 00 BD 00 83 01 23 01
[657] 0x0059C430   8 RGB        |   [1A] @[01]/  | 00 00 1A 00 40 01 2F 00
[658] 0x005CCB00  16 RGB        |  [87],$[EB][F7][0D][9C][B8][B3][FE] | 00 87 2C 24 EB F7 0D 9C B8 B3 FE FF FF EB 00 8B
[659] 0x005CCB10  16 RGB        | [80][D9][82][BF][01];[C5][9C]hI#  u[12][81] | 80 D9 82 BF 01 3B C5 9C 68 49 23 00 00 75 12 81
[660] 0x005CCC50  16 RGB        |  | FF 74 24 04 9D EB ED AC 83 EC 14 C7 44 24 10 4A
[661] 0x005CCC60  16 RGB        | [0A][11]X[C7]D$[0C]h [02] [89]t$[08][BE] | 0A 11 58 C7 44 24 0C 68 00 02 00 89 74 24 08 BE
[662] 0x005CCC70  16 RGB        | (([F8] [89]l$[04][89]t$[10]3[F6][C1][E9] | 28 28 F8 00 89 6C 24 04 89 74 24 10 33 F6 C1 E9
[663] 0x005CCFE0   8 RGB        | [EB][F5][9D] | EB F5 9D FF 74 24 10 E8
[664] 0x005CCFF0  12 RGB        | [BF]`[01][FC][AA][0F][A3][D8][81][04]$I | BF 60 01 FC AA 0F A3 D8 81 04 24 49
[665] 0x005CCFFC   8 RGB        |    [87]4$[EB]  | 00 00 00 87 34 24 EB 00
[666] 0x005CD004   8 RGB        | V[87]t$[04]#[F6][81] | 56 87 74 24 04 23 F6 81
[667] 0x005CD00C   8 RGB        | ,$F   S[8B] | 2C 24 46 00 00 00 53 8B
[668] 0x005CD014  12 RGB        | \$[04][90][87][1C]$[87]<$[8D]6 | 5C 24 04 90 87 1C 24 87 3C 24 8D 36
[669] 0x005CD020   8 RGB        | [8B]?[83][EF]'[87]<$ | 8B 3F 83 EF 27 87 3C 24
[670] 0x005CD028   8 RGB        | [90][C7]D$[04][C2][04]  | 90 C7 44 24 04 C2 04 00
[671] 0x005CD030   8 RGB        | [AE][EB][FA][9D]O[85][C0][8B] | AE EB FA 9D 4F 85 C0 8B
[672] 0x005CD038   8 RGB        | [0C]$[8D]d$[04][9C]h | 0C 24 8D 64 24 04 9C 68
[673] 0x005CD040   4 RGB        | [BD][0C]   | BD 0C 00 00
[674] 0x005CD044   8 RGB        | v[11][81][04]$I8[B7] | 76 11 81 04 24 49 38 B7
[675] 0x005CD04C   8 RGB        |  [90][81][04]$[C3][E7]@ | 00 90 81 04 24 C3 E7 40
[676] 0x005CD054   8 RGB        |  [EB][FA][83][EC][14][C7]D | 00 EB FA 83 EC 14 C7 44
[677] 0x005CD05C   8 RGB        | $[10][D1]7[BA]![C7]D | 24 10 D1 37 BA 21 C7 44
[678] 0x005CD064   8 RGB        | $[0C][7F] [01] [89]\| | 24 0C 7F 00 01 00 89 7C
[679] 0x005CD06C  12 RGB        | $[08][BF]$,[F8] [C1]L$[10][10] | 24 08 BF 24 2C F8 00 C1 4C 24 10 10
[680] 0x005CD078   8 RGB        | [89]D$[04][8B][07][01]D | 89 44 24 04 8B 07 01 44
[681] 0x005CD088  12 RGB        | $[0C][90]u[EF][80]d$[10][FE][90][81] | 24 0C 90 75 EF 80 64 24 10 FE 90 81
[682] 0x005CD094   8 RGB        | \|$[10][E2][03]  v | 7C 24 10 E2 03 00 00 76
[683] 0x005CD09C   8 RGB        | [09][BC]    V^ | 09 BC 00 00 00 00 56 5E
[684] 0x005CD0A4   8 RGB        |  | FF E4 90 8B 7C 24 08 8B
[685] 0x005CD0AC   8 RGB        | D$[04][83][C4][14][81][04] | 44 24 04 83 C4 14 81 04
[686] 0x005CD0B4  12 RGB        | $[06]![F8]z[90][81][04]$[C2][04]  | 24 06 21 F8 7A 90 81 04 24 C2 04 00
[687] 0x005CD0C0  12 FFPADDED   | [86] | 86 FF 74 24 04 9D EB F5 55 83 EC 20
[688] 0x005CD0CC  12 FFPADDED   | [C7]dD[1C][DF][E0][95][09][C7]dD[18] | C7 44 24 1C DF E0 95 09 C7 44 24 18
[689] 0x005CD0D8   8 FFPADDED   |  [01] [89]\|D[14] | 75 00 01 00 89 5C 24 14
[690] 0x005CD0E0   8 FFPADDED   | [BB][98]L[F8] [C1]lD | BB 98 2C F8 00 C1 4C 24
[691] 0x005CD0EC   8 FFPADDED   | D[10][8B]K[01]D[1C] | 24 10 8B 2B 01 6C 24 1C
[692] 0x005CD0F4   8 FFPADDED   | [90][83][C3][04] | 90 83 C3 04 66 FF 4C 24
[693] 0x005CD0FC   8 FFPADDED   | [18][EF][80]D[1C][FE] | 18 75 EF 80 64 24 1C FE
[694] 0x005CD104   8 FFPADDED   | [81][7C]D[1C][EC]    | 81 7C 24 1C EC 00 00 00
[695] 0x005CD10C   8 FFPADDED   | [06][90]P   [90] | 76 06 90 30 00 00 00 90
[696] 0x005F2AE8   8 FFPADDED   | w[8B][D2][81][04]D[C2]  | 57 8B D2 81 04 24 C2 00
[697] 0x005F2C10  16 FFPADDED   | [FA][08][C1][E8] [81][04]D[C2][04] [F8] | 74 77 FA 08 C1 E8 00 81 04 24 C2 04 00 F8 FF 74
[698] 0x005F2C20  16 FFPADDED   | D[04][9D][EB][F5][C0]u[9D][F7]e[10][FD] | 24 04 9D EB F5 C0 55 9D F7 45 10 FD FF FF FF 9C
[699] 0x005F2C30  16 FFPADDED   | [9C][83][EC]D[C7]dD[20]P[B6]L[16][C7]dD[1C] | 9C 83 EC 24 C7 44 24 20 30 B6 2C 16 C7 44 24 1C
[700] 0x005F2C40  16 FFPADDED   | s   [89]lD[18][B9][F4][87][FA] [C1]lD | 53 00 00 00 89 4C 24 18 B9 F4 87 FA 00 C1 4C 24
[701] 0x005F2C50  16 FFPADDED   | [20] [89]D[14][90][8B]I[01]D[20][83][C1][04] | 20 00 89 6C 24 14 90 8B 29 01 6C 24 20 83 C1 04
[702] 0x005F2C60  16 FFPADDED   |  | 66 FF 4C 24 1C 75 EF 50 16 17 9C 8B 04 24 F6 C4
[703] 0x005F2C70  16 FFPADDED   | [01][05][B9][BE][07]  S[C0][90][02][0F][A5][9D] | 01 74 05 B9 BE 07 00 00 33 C0 90 74 02 0F A5 9D
[704] 0x005F2C80  16 FFPADDED   | x[80]lD[20][01][8B]lDD[8B]D[20][0F][A4] | 58 80 4C 24 20 01 8B 4C 24 24 8B 6C 24 20 0F A4
[705] 0x005F2C90  16 FFPADDED   | [F1] [89]lD[20][90][8B]lD[18][89]DD[8B] | F1 00 89 4C 24 20 90 8B 4C 24 18 89 6C 24 24 8B
[706] 0x005F2CA0  16 FFPADDED   | D[14][90][83][C4][20][0F][AC][C5] [9D][C1][E6]  | 6C 24 14 90 83 C4 20 0F AC C5 00 9D C1 E6 00 75
[707] 0x005F2CB0  16 FFPADDED   | [15][81][04]D[8D][DB] [90][81][04]D[C3][F7][1E]  | 15 81 04 24 64 8D DB 00 90 81 04 24 C3 F7 1E 00
[708] 0x005F2CC0  16 FFPADDED   | [C1][E1] [EB][F7][[81][04]D[8D][FA][B9][C1][E2]  | C1 E1 00 EB F7 3B 81 04 24 63 8D FA B9 C1 E2 00
[709] 0x005F2CD0  16 FFPADDED   | [81][04]D[C2][04] g | 81 04 24 C2 04 00 47 FF 74 24 04 9D EB F5 4E 48
[710] 0x005F2CE0  16 FFPADDED   | [9D][[FB][9C][9C][83][EC][14][C7]dD[10][C7]u | 9D 3B FB 9C 9C 83 EC 14 C7 44 24 10 C7 68 69 55
[711] 0x005F2CF0  16 FFPADDED   | [C7]dD[0C]   [89]lD[08][B9][B0][88][FA] | C7 44 24 0C 66 00 00 00 89 4C 24 08 B9 B0 88 FA
[712] 0x005F2D00  16 ZEROTERM   |  | 00 C1 4C 24 10 00 89 54 24 04 90 90 8B 11 01 54
[713] 0x005F2D10  16 ZEROTERM   | D[10][83][C1][04]f[FF]lD[0C][C1][FD] | 24 10 83 C1 04 66 FF 4C 24 0C C1 FD 00 75 EC 80
[714] 0x005F2D20  16 ZEROTERM   | lD[10][01][C1][E3] | 4C 24 10 01 C1 E3 00 90 8B 4C 24 14 8B 54 24 10
[715] 0x005F2D30  16 ZEROTERM   | [90][89]lD[10][90][8B]lD[08][89]tD[14][8B]t | 90 89 4C 24 10 90 8B 4C 24 08 89 54 24 14 8B 54
[716] 0x005F2D40  16 ZEROTERM   | D[04][83][C4][10][9D][90]t[19][81][04]D{z[FA][E0] | 24 04 83 C4 10 9D 90 74 19 81 04 24 7B 7A FA E0
[717] 0x005F2D50  16 ZEROTERM   | [C1][E0] | C1 E0 00 50 58 81 04 24 C2 00 00 20 87 D2 EB F8
[718] 0x005F2D60  16 ZEROTERM   | [9C]K[81][04]D[81]w[FA]T[0F][AC][ED] | 9C 2B 81 04 24 81 77 FA 34 0F AC ED 00 C1 F9 00
[719] 0x005F2D70  16 ZEROTERM   | [81][04]D[C2][04] | 81 04 24 C2 04 00 CC FF 74 24 04 9D EB F5 97 8D
[720] 0x005F2D80  16 ZEROTERM   | [9D][83][FF][FF][9C][9C][83][EC] [C7]dD[1C]al[ | 9D 83 FF FF 9C 9C 83 EC 20 C7 44 24 1C 61 6C 3B
[721] 0x005F2E98   7 ZEROTERM   | [81][04]D[C2] | 81 04 24 C2 00 00 CB
[722] 0x005F2E9F   7 ZEROTERM   | [EB][FA][D2][83][EC] [C7] | EB FA D2 83 EC 20 C7
[723] 0x005F2EA6   7 ZEROTERM   | dD[1C]Zmv[FE] | 44 24 1C 3A 6D 76 FE
[724] 0x005F2EAD   7 ZEROTERM   | [C7]dD[18]y | C7 44 24 18 79 00 01
[725] 0x005F2EB4   7 ZEROTERM   |  | 00 89 44 24 14 B8 70
[726] 0x005F2EBB   7 ZEROTERM   | [8A][FA] | 8A FA 00 C1 4C 24 1C
[727] 0x005F2EC2   7 ZEROTERM   | [18][89]lD[10][90][8B] | 18 89 4C 24 10 90 8B
[728] 0x005F2EC9   7 ZEROTERM   | [08][01]lD[1C][C1][E3] | 08 01 4C 24 1C C1 E3
[729] 0x005F2ED0   7 ZEROTERM   |  | 00 83 C0 04 66 FF 4C
[730] 0x005F2ED7   7 ZEROTERM   | D[18]u[EC][90][80]d | 24 18 75 EC 90 80 64
[731] 0x005F2EDE   7 ZEROTERM   | D[1C][FE][8B][DB][81]t | 24 1C FE 8B DB 81 74
[732] 0x005F2EE5   7 ZEROTERM   | D[1C]P[1B][03] | 24 1C 30 1B 03 00 90
[733] 0x005F2EEC   7 ZEROTERM   | [81]\|D[1C][B0][10][03] | 81 7C 24 1C B0 10 03
[734] 0x005F2EF3   7 ZEROTERM   |  | 00 76 07 C1 FB 00 8B
[735] 0x005F2EFA   7 ZEROTERM   | [E5]}[C3][90][8B]dD | E5 5D C3 90 8B 44 24
[736] 0x005F2F01   7 ZEROTERM   | [14][90][8B]lD[10][83] | 14 90 8B 4C 24 10 83
[737] 0x005F2F08   7 ZEROTERM   | [C4] [81][04]Dov | C4 20 81 04 24 4F 56
[738] 0x005F2F0F   7 ZEROTERM   | [FA]I[90][81][04]D[C2] | FA 29 90 81 04 24 C2
[739] 0x005F2F16   7 ZEROTERM   | [04] | 04 00 D7 FF 74 24 04
[740] 0x005F2F1D   7 ZEROTERM   | [9D][EB][F5]z[0C][9D][8D] | 9D EB F5 5A 0C 9D 8D
[741] 0x005F2F24   7 ZEROTERM   | dD[FC][89]TD[E8] | 64 24 FC 89 34 24 E8
[742] 0x005F2F2B   7 ZEROTERM   | [08] | 08 00 00 00 05 A3 72
[743] 0x005F2F32   7 ZEROTERM   | [BF]`[01]W[91][81][04] | BF 60 01 37 91 81 04
[744] 0x005F2F39   7 ZEROTERM   | Dc | 24 43 00 00 00 50 8B
[745] 0x005F2F40   7 ZEROTERM   | dD[04][90][87][04]D | 44 24 04 90 87 04 24
[746] 0x005F2F47   7 ZEROTERM   | [81]LDa | 81 2C 24 41 00 00 00
[747] 0x005F2F4E   7 ZEROTERM   | w[8B]\|D[04][87]\ | 57 8B 7C 24 04 87 3C
[748] 0x005F2F55   7 ZEROTERM   | D[87]TD[8B]V[83] | 24 87 34 24 8B 36 83
[749] 0x005F2F5C   7 ZEROTERM   | [EE]b[87]TD[C7]d | EE 62 87 34 24 C7 44
[750] 0x005F2F63   7 ZEROTERM   | D[04][C2][04] | 24 04 C2 04 00 59 F7
[751] 0x005F2F6A   7 ZEROTERM   | [C1][80][0F][07] | C1 80 0F 07 00 EB F4
[752] 0x005F2F71   7 ZEROTERM   | [19][85][C0][8B][0C]D[8D] | 19 85 C0 8B 0C 24 8D
[753] 0x005F2F78   7 ZEROTERM   | dD[04][9C]h[F8][1B] | 64 24 04 9C 68 F8 1B
[754] 0x005F2F7F   7 ZEROTERM   |  | 00 00 76 18 81 04 24
[755] 0x005F2F86   7 ZEROTERM   | [F8]n[FA][C3][EB] | F8 6E FA C3 EB 00 0F
[756] 0x005F2F8D   7 ZEROTERM   | [A4][DB] | A4 DB 00 81 04 24 C2
[757] 0x005F2F94   7 ZEROTERM   |  | 00 00 3D 8B C0 EB F8
