index,steam_en_offset,steam_en_va,estore_en_offset,estore_de_offset,en_text,de_text,de_bytes_hex,confidence,method,delta,length,type
489,0x520780,0x537D80,0x521380,,Q,,,NONE,padding_only,,1,UNICODE
490,0x520781,0x537D81,0x521381,,R,,,NONE,padding_only,,1,UNICODE
491,0x520782,0x537D82,0x521382,,S,,,NONE,padding_only,,1,UNICODE
492,0x520783,0x537D83,0x521383,,T,,,NONE,padding_only,,1,UNICODE
493,0x520784,0x537D84,0x521384,,U,,,NONE,padding_only,,1,UNICODE
494,0x520785,0x537D85,0x521385,,V,,,NONE,padding_only,,1,UNICODE
495,0x520786,0x537D86,0x521386,,W,,,NONE,padding_only,,1,UNICODE
496,0x520787,0x537D87,0x521387,,X,,,NONE,padding_only,,1,UNICODE
497,0x520788,0x537D88,0x521388,,Y,,,NONE,padding_only,,1,UNICODE
498,0x520789,0x537D89,0x521389,,Z,,,NONE,padding_only,,1,UNICODE
499,0x52078A,0x537D8A,0x52138A,,[0C],,,NONE,padding_only,,1,UNICODE
500,0x52078B,0x537D8B,0x52138B,,[0E],,,NONE,padding_only,,1,UNICODE
501,0x52078C,0x537D8C,0x52138C,,[0B],,,NONE,padding_only,,1,UNICODE
502,0x52078D,0x537D8D,0x52138D,,[0D],,,NONE,padding_only,,1,UNICODE
503,0x52078E,0x537D8E,0x52138E,,g,,,NONE,padding_only,,1,UNICODE
504,0x52078F,0x537D8F,0x52138F,,h,,,NONE,padding_only,,1,UNICODE
505,0x520790,0x537D90,0x521390,,i,,,NONE,padding_only,,1,UNICODE
506,0x520791,0x537D91,0x521391,,j,,,NONE,padding_only,,1,UNICODE
507,0x520792,0x537D92,0x521392,,k,,,NONE,padding_only,,1,UNICODE
508,0x520793,0x537D93,0x521393,,l,,,NONE,padding_only,,1,UNICODE
509,0x520794,0x537D94,0x521394,,m,,,NONE,padding_only,,1,UNICODE
510,0x520795,0x537D95,0x521395,,n,,,NONE,padding_only,,1,UNICODE
511,0x520796,0x537D96,0x521396,,o,,,NONE,padding_only,,1,UNICODE
512,0x520797,0x537D97,0x521397,,p,,,NONE,padding_only,,1,UNICODE
513,0x520798,0x537D98,0x521398,,q,,,NONE,padding_only,,1,UNICODE
514,0x520799,0x537D99,0x521399,,r,,,NONE,padding_only,,1,UNICODE
515,0x52079A,0x537D9A,0x52139A,,s,,,NONE,padding_only,,1,UNICODE
516,0x52079B,0x537D9B,0x52139B,,t,,,NONE,padding_only,,1,UNICODE
517,0x52079C,0x537D9C,0x52139C,,u,,,NONE,padding_only,,1,UNICODE
518,0x52079D,0x537D9D,0x52139D,,v,,,NONE,padding_only,,1,UNICODE
519,0x52079E,0x537D9E,0x52139E,,w,,,NONE,padding_only,,1,UNICODE
520,0x52079F,0x537D9F,0x52139F,,x,,,NONE,padding_only,,1,UNICODE
521,0x5207A0,0x537DA0,0x5213A0,,y,,,NONE,padding_only,,1,UNICODE
522,0x5207A1,0x537DA1,0x5213A1,,z,,,NONE,padding_only,,1,UNICODE
523,0x5207A2,0x537DA2,0x5213A2,,[55],,,NONE,padding_only,,1,UNICODE
524,0x5207A3,0x537DA3,0x5213A3,,[56],,,NONE,padding_only,,1,UNICODE
525,0x5207A4,0x537DA4,0x5213A4,,[57],,,NONE,padding_only,,1,UNICODE
526,0x5207A5,0x537DA5,0x5213A5,,[58],,,NONE,padding_only,,1,UNICODE
527,0x5207A6,0x537DA6,0x5213A6,,[59],,,NONE,padding_only,,1,UNICODE
528,0x5207A7,0x537DA7,0x5213A7,,[5A],,,NONE,padding_only,,1,UNICODE
529,0x5207A8,0x537DA8,0x5213A8,,[1A],,,NONE,padding_only,,1,UNICODE
530,0x5207A9,0x537DA9,0x5213A9,,[1B],,,NONE,padding_only,,1,UNICODE
531,0x5207AC,0x537DAC,0x5213AC,,[10],,,NONE,padding_only,,1,UNICODE
532,0x5207AD,0x537DAD,0x5213AD,,[11],,,NONE,padding_only,,1,UNICODE
533,0x5207AE,0x537DAE,0x5213AE,,[12],,,NONE,padding_only,,1,UNICODE
534,0x5207AF,0x537DAF,0x5213AF,,[13],,,NONE,padding_only,,1,UNICODE
535,0x5207B0,0x537DB0,0x5213B0,,[14],,,NONE,padding_only,,1,UNICODE
536,0x5207B1,0x537DB1,0x5213B1,,[15],,,NONE,padding_only,,1,UNICODE
537,0x5207B2,0x537DB2,0x5213B2,,[16],,,NONE,padding_only,,1,UNICODE
538,0x5207B3,0x537DB3,0x5213B3,,[17],,,NONE,padding_only,,1,UNICODE
539,0x5207B4,0x537DB4,0x5213B4,,[18],,,NONE,padding_only,,1,UNICODE
540,0x5207B5,0x537DB5,0x5213B5,,[19],,,NONE,padding_only,,1,UNICODE
541,0x5213D8,0x5389D8,0x521FD8,0x598C20,Ahoroz[59] royz,[0B][0B]5[0E]      1WVotiktz,0B0B050E000000000000013736494E43454E54FF,MEDIUM,regional_delta,0x76C48,20,DEF
542,0x5213EC,0x5389EC,0x521FEC,0x598C34,Ew[55]ov kllkiz,,FFFFFFFF7205FF00FF0001000000000000000000,MEDIUM,regional_delta,0x76C48,20,DEF
543,0x52143C,0x538A3C,0x52203C,0x5973A4,AP,AP,2130FF0000000000000000000000000000000000,HIGH,exact_match,0x75368,20,DEF
544,0x521450,0x538A50,0x522050,0x598C98,Tu tk[58]z rk[56]kr,,FFFFFFFF0000000008010C0C0B0A060E00000000,MEDIUM,regional_delta,0x76C48,20,DEF
545,0x521464,0x538A64,0x522064,0x5973DC,MASTER,MASTER,2D2133342532FF00000000000000000000000000,HIGH,exact_match,0x75378,20,DEF
546,0x5214DC,0x538ADC,0x5220DC,0x598D24,Dk[58]zkxoz[59],91[0C][0C][0B]065      1 ,09010C0C0B0A06050000000000000100FFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
547,0x5214F0,0x538AF0,0x5220F0,0x598D38,Cu[56]kx,,FFFFFFFFFFFFFFFF00010000FE07010000000000,MEDIUM,regional_delta,0x76C48,20,DEF
548,0x521504,0x538B04,0x522104,0x598D4C,Mgmoi,    [8C] [8C] 4 4     ,000000008C008C000400040000000000FFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
549,0x521518,0x538B18,0x522118,0x598D60,L[55]iq,[0C]   0   ,0C0000000A000000FFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
550,0x52152C,0x538B2C,0x52212C,0x5973DC,MASTER,MASTER,2D2133342532FF00000000000000000000000000,HIGH,exact_match,0x752B0,20,DEF
551,0x521540,0x538B40,0x522140,0x598D88,Szxktmzn,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
552,0x521554,0x538B54,0x522154,0x598D9C,Vozgroz[59],,FFFFFFFFFFFFFFFF740000000A3255484446412E,MEDIUM,regional_delta,0x76C48,20,DEF
553,0x521568,0x538B68,0x522168,0x598DB0,Mgmoi,      1 Skvnoxuzn,00000000000001003345504849524F5448FFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
554,0x52157C,0x538B7C,0x52217C,0x598DC4,Mgmoi jkl,[7F]68 ,7F060800FF0001000000000000000000000F000F,MEDIUM,regional_delta,0x76C48,20,DEF
555,0x521590,0x538B90,0x522190,0x598DD8,Dk[58]zkxoz[59],[CC]1[CC]1    ,CC01CC0100000000FFFFFFFFB6E3040037FFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
556,0x5215A4,0x538BA4,0x5221A4,0x598DEC,L[55]iq,U,35FFFFFF33FFFFFF17FFFFFF31FFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
557,0x5215B8,0x538BB8,0x5221B8,0x598E00,Mg[58]HP,,FFFFFFFFFFFFFFFF32FFFFFF17FFFFFF34FFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
558,0x5215CC,0x538BCC,0x5221CC,0x598E14,Mg[58]MP,[17],17FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
559,0x5215E0,0x538BE0,0x5221E0,0x598E28,Mg[58]HPUP,[AA][E8]  ,AAE80000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
560,0x5215F4,0x538BF4,0x5221F4,0x598E3C,Mg[58]MPUP,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
561,0x521608,0x538C08,0x522208,0x597628,EXP[0E]UP,EXP[0E]UP,2538300E3530FF00000000000000000000000000,HIGH,exact_match,0x75420,20,DEF
562,0x52161C,0x538C1C,0x52221C,0x597644,Gor UP,Gor UP,27494C003530FF00000000000000000000000000,HIGH,exact_match,0x75428,20,DEF
563,0x521630,0x538C30,0x522230,0x598E78,Etiu[55]tz Du[57]t,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
564,0x521644,0x538C44,0x522244,0x598E8C,Etiu[55]tz Uv,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
565,0x521658,0x538C58,0x522258,0x598EA0,Mkkz Cnuiuhuy,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF000000,MEDIUM,regional_delta,0x76C48,20,DEF
566,0x52166C,0x538C6C,0x52226C,0x597F24,Pxk[0D]ksvzo[56]k,[C9] 3 [57] [FA] ,C90003005700FA00FF0018002E006F00F900C200,LOW,nearby_search,0x75CB8,20,DEF
567,0x521680,0x538C80,0x522280,0x597F28,Lutm xgtmk gzzgiq,[57] [FA] ,5700FA00FF0018002E006F00F900C20098002500,LOW,nearby_search,0x75CA8,20,DEF
568,0x521694,0x538C94,0x522294,0x597F1C,Azzgiq grr,[0F] [D6] [10] [9B] [C9] 3 [57] [FA] ,0F00D60010009B00C90003005700FA00FF001800,LOW,nearby_search,0x75C88,20,DEF
569,0x5216A8,0x538CA8,0x5222A8,0x597F20,Cu[55]tzkx gzzgiq,[10] [9B] [C9] 3 [57] [FA] ,10009B00C90003005700FA00FF0018002E006F00,LOW,nearby_search,0x75C78,20,DEF
570,0x5216F8,0x538CF8,0x5222F8,,A,,,NONE,padding_only,,2,DEF
571,0x5216FA,0x538CFA,0x5222FA,,D,,,NONE,padding_only,,2,DEF
572,0x521700,0x538D00,0x522300,0x5981C8,B[55][59]   Skrr     E[58]oz,[ED]ItN[0C]4   3  [10] [20] ,ED294E2E0C0400000003000010002000FFFFFFFF,LOW,nearby_search,0x75EC8,20,DEF
573,0x521714,0x538D14,0x522314,0x590D94,Gor,Gor,27494CFF00000000000000000000000000000000,HIGH,exact_match,0x6EA80,20,DEF
574,0x521728,0x538D28,0x522328,0x5981D0,O[57]tkj, 3  [10] [20] ,0003000010002000FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75EA8,20,DEF
575,0x52173C,0x538D3C,0x52233C,0x5981D4,Ew[55]ovvkj,[10] [20] ,10002000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75E98,20,DEF
576,0x521750,0x538D50,0x522350,0x5981C8,Tuzgr,[ED]ItN[0C]4   3  [10] [20] ,ED294E2E0C0400000003000010002000FFFFFFFF,LOW,nearby_search,0x75E78,20,DEF
577,0x521764,0x538D64,0x522364,0x5981CC,Hu[57] sgt[59],[0C]4   3  [10] [20] ,0C0400000003000010002000FFFFFFFFFFFFFFFF,LOW,nearby_search,0x75E68,20,DEF
578,0x521778,0x538D78,0x522378,0x5981D0,Izks      Mgzkxog, 3  [10] [20] ,0003000010002000FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75E58,20,DEF
579,0x52178C,0x538D8C,0x52238C,0x5981D4,Gor xksgototm,[10] [20] ,10002000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75E48,20,DEF
580,0x5217A0,0x538DA0,0x5223A0,0x5981C8,Pxoik lux Mgyzkx,[ED]ItN[0C]4   3  [10] [20] ,ED294E2E0C0400000003000010002000FFFFFFFF,LOW,nearby_search,0x75E28,20,DEF
581,0x5217B4,0x538DB4,0x5223B4,0x5981CC,Pxoik znxu[55]mn AP,[0C]4   3  [10] [20] ,0C0400000003000010002000FFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75E18,22,DEF
582,0x52196A,0x538F6A,0x52256A,0x5981D2,Nuznotm,  [10] [20] ,000010002000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x75C68,22,DEF
583,0x521980,0x538F80,0x522580,0x5904BC,Nuxsgr,Nuxsgr,2E4F524D414CFF000000000000000000000000000000,HIGH,exact_match,0x6DF3C,22,DEF
584,0x521996,0x538F96,0x522596,0x5981DE,Du[55]hrk,,FFFFFFFFFFFFFFFFFFFFCF3AA6AA6CC6E9FFFFEF6ACA,LOW,nearby_search,0x75C48,22,DEF
585,0x5219AC,0x538FAC,0x5225AC,0x5981F4,Txovrk,[AA][CC][A3][FC],AACCA3FCFFFFFFFFFFFFEFAAAAFEFFFFFFFFFFFF,LOW,nearby_search,0x75C48,20,DEF
586,0x5219DC,0x538FDC,0x5225DC,0x598224,Wkgvut Snuv,,FFFFFFFFCF6BB6CC6C8AABFFFFAF36BACBBCBBFC,LOW,nearby_search,0x75C48,20,DEF
587,0x5219F0,0x538FF0,0x5225F0,0x598238,Izks Snuv,,FFFFFFFFAECCACCBAACACCEAFFFFFFFFAFABA663,LOW,nearby_search,0x75C48,20,DEF
588,0x521A04,0x539004,0x522604,0x59924C,Mgzkxog Snuv,z1,5401FF00000000002D41474943002D4154455249,MEDIUM,regional_delta,0x76C48,20,DEF
589,0x521A18,0x539018,0x522618,0x599260,Gktkxgr Szuxk,g1,4101FF000000000033554D4D4F4E002D41544552,MEDIUM,regional_delta,0x76C48,20,DEF
590,0x521A2C,0x53902C,0x52262C,0x599274,Vkmkzghrk Szuxk,og1,494101FF00000000234F4D4D414E44FF00000000,MEDIUM,regional_delta,0x76C48,20,DEF
591,0x521A40,0x539040,0x522640,0x598288,Aiikyyux[59] Snuv,,FFBA6A63663663CAAC83A68645A3ABFFFFFFAEAC,LOW,nearby_search,0x75C48,20,DEF
592,0x521A54,0x539054,0x522654,0x59929C,Tuur Snuv,AH1,212801FF00000000000000002645554552FF0000,MEDIUM,regional_delta,0x76C48,20,DEF
593,0x521A68,0x539068,0x522668,0x5992B0,Huzkr Snuv,    K[6A]rzk,000000002B6A4C5445FF000000000000224C49545AFF0000000000002552,MEDIUM,regional_delta,0x76C48,46,DEF
594,0x521A80,0x539080,0x522680,0x5992C8,Wkriusk1,    Exjk,0000000025524445FF0000000000000027494654FF000000000000003343,MEDIUM,regional_delta,0x76C48,46,DEF
595,0x521AAE,0x5390AE,0x5226AE,0x5992F6,Wngz [57]u[55]rj [59]u[55] roqk zu h[55],,FF000000000037494E44FF000000000000002845494C4947FF0000000000,MEDIUM,regional_delta,0x76C48,46,DEF
596,0x521ADC,0x5390DC,0x5226DC,0x599324,Hu[57] sgt[59] [57]u[55]rj [59]u[55] roq,qroin ktzlkxtz [57]kxjkt[1F],4B4C49434800454E544645524E540057455244454E1FFF002A4101FF0000,MEDIUM,regional_delta,0x76C48,46,DEF
597,0x521B0A,0x53910A,0x52270A,0x599352,Wngz [57]u[55]rj [59]u[55] roqk zu ykrr[,              Eotkt Musktz,000000000000000000000000000025494E454E002D4F4D454E54FF000000,MEDIUM,regional_delta,0x76C48,46,DEF
598,0x521B38,0x539138,0x522738,0x599380,Hu[57] sgt[59] [57]u[55]rj [59]u[55] roq,    Skvnoxuzn[B2][A9][A9][B3],000000003345504849524F5448B2A9A9B3FF000000000000000000000000,MEDIUM,regional_delta,0x76C48,36,DEF
599,0x524160,0x53B760,0x524D60,0x59C048,Lugj,[E0]N  [10]G  2   2   ,E02E0000102700000200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x772E8,36,DEF
600,0x524184,0x53B784,0x524D84,0x59C04C,Skrkiz g yg[56]k jgzg lork[0E],[10]G  2   2   ,102700000200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x772C8,36,DEF
601,0x5241A8,0x53B7A8,0x524DA8,0x59C050,Skrkiz g yg[56]k mgsk[0E],2   2   ,0200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x772A8,36,DEF
602,0x524238,0x53B838,0x524E38,0x59C050,Lugjotm[0E] Prkgyk [57]goz[0E],2   2   ,0200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x77218,36,DEF
603,0x52425C,0x53B85C,0x524E5C,0x59C054,Sg[56]otm[0E] Prkgyk [57]goz[0E],2   ,02000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x771F8,36,DEF
604,0x524280,0x53B880,0x524E80,0x59C048,EMPTY,[E0]N  [10]G  2   2   ,E02E0000102700000200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x771C8,36,DEF
605,0x5242A4,0x53B8A4,0x524EA4,0x59C04C,GAME,[10]G  2   2   ,102700000200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x771A8,36,DEF
606,0x5242C8,0x53B8C8,0x524EC8,0x59C050,Cutzot[55]k[1F],2   2   ,0200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x77188,36,DEF
607,0x524310,0x53B910,0x524F10,0x59C048,Cnkiqotm Sg[56]k Dgzg Fork[0E],[E0]N  [10]G  2   2   ,E02E0000102700000200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x77138,36,DEF
608,0x524334,0x53B934,0x524F34,0x59C668,[10][11],[10][11],1011FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77734,36,DEF
609,0x524358,0x53B958,0x524F58,0x59C690,[10][12],[10][12],1012FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77738,36,DEF
610,0x52437C,0x53B97C,0x524F7C,0x59C6B8,[10][13],[10][13],1013FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x7773C,36,DEF
611,0x5243A0,0x53B9A0,0x524FA0,0x59C6E0,[10][14],[10][14],1014FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77740,36,DEF
612,0x5243C4,0x53B9C4,0x524FC4,0x59C708,[10][15],[10][15],1015FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77744,36,DEF
613,0x5243E8,0x53B9E8,0x524FE8,0x59C730,[10][16],[10][16],1016FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77748,36,DEF
614,0x52440C,0x53BA0C,0x52500C,0x59C758,[10][17],[10][17],1017FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x7774C,36,DEF
615,0x524430,0x53BA30,0x525030,0x59C780,[10][18],[10][18],1018FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77750,36,DEF
616,0x524454,0x53BA54,0x525054,0x59C7A8,[10][19],[10][19],1019FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77754,36,DEF
617,0x524478,0x53BA78,0x525078,0x59C7D0,[11][10],[11][10],1110FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77758,36,DEF
618,0x52449C,0x53BA9C,0x52509C,0x59C7F8,[11][11],[11][11],1111FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x7775C,36,DEF
619,0x5244C0,0x53BAC0,0x5250C0,0x59C820,[11][12],[11][12],1112FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77760,36,DEF
620,0x5244E4,0x53BAE4,0x5250E4,0x59C848,[11][13],[11][13],1113FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77764,36,DEF
621,0x524508,0x53BB08,0x525108,0x59C870,[11][14],[11][14],1114FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x77768,36,DEF
622,0x52452C,0x53BB2C,0x52512C,0x59C619,[11][15],[11][15],1115FF000000000000000000000000000000000000000000000000000000,HIGH,exact_match,0x774ED,36,DEF
623,0x524550,0x53BB50,0x525150,0x59C048,Sg[56]kj[0E],[E0]N  [10]G  2   2   ,E02E0000102700000200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76EF8,36,DEF
624,0x524574,0x53BB74,0x525174,0x59C04C,Cu[55]rj tuz yg[56]k[0E],[10]G  2   2   ,102700000200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76ED8,36,DEF
625,0x524598,0x53BB98,0x525198,0x59C050,Cu[55]rj tuz rugj[0E],2   2   ,0200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76EB8,36,DEF
626,0x5245BC,0x53BBBC,0x5251BC,0x59C054,Dgzg oy x[55]otkj[0E],2   ,02000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76E98,36,DEF
627,0x5245E0,0x53BBE0,0x5251E0,0x59C048,NEW GAME,[E0]N  [10]G  2   2   ,E02E0000102700000200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76E68,36,DEF
628,0x524604,0x53BC04,0x525204,0x59C04C,Axk [59]u[55] y[55]xk [59]u[55] [57]gtz ,[10]G  2   2   ,102700000200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76E48,36,DEF
629,0x524628,0x53BC28,0x525228,0x59C050,Yky,2   2   ,0200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76E28,36,DEF
630,0x52464C,0x53BC4C,0x52524C,0x59C054,Nu,2   ,02000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76E08,36,DEF
631,0x524698,0x53BC98,0x525298,0x59C050,Cusvrkzkj[0E],2   2   ,0200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76DB8,48,DEF
632,0x524728,0x53BD28,0x525328,0x59C050,Fuxsgzzkj[0E],2   2   ,0200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76D28,48,DEF
633,0x524758,0x53BD58,0x525358,0x59C050,Cu[55]rj tuz luxsgz[0E],2   2   ,0200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76CF8,48,DEF
634,0x524788,0x53BD88,0x525388,0x59C050,Nuz luxsgzzkj[0E],2   2   ,0200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76CC8,48,DEF
635,0x5247B8,0x53BDB8,0x5253B8,0x59C050,Wgtz zu luxsgz oz tu[57][1F],2   2   ,0200000002000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76C98,48,DEF
636,0x5247E8,0x53BDE8,0x5253E8,0x59C030,Nu yg[56]k jgzg lork[0E],2   r[1D]  [88][13]  2   HC  2   [E0]N  ,020000004C1D000088130000020000002823000002000000E02E00001027,MEDIUM,regional_delta,0x76C48,48,DEF
637,0x524818,0x53BE18,0x525418,0x59C060,Nu yg[56]k jgzg lork[0E],,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,48,DEF
638,0x524848,0x53BE48,0x525448,0x59C090,Tnoy Mksux[59] igxj oy jgsgmkj gtj igttu,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,48,DEF
639,0x524878,0x53BE78,0x525478,0x59C0C0,Prkgyk otykxz gtuznkx Mksux[59] igxj[0E],,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,48,DEF
640,0x5248A8,0x53BEA8,0x5254A8,0x59C0F0,Nuz ktu[55]mn yvgik rklz ut yg[56]k jgzg,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,48,DEF
641,0x5248D8,0x53BED8,0x5254D8,0x59C120,Uyk gtuznkx yg[56]k jgzg lork[0C],,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,48,DEF
642,0x524908,0x53BF08,0x525508,0x59C150,ux kxgyk [11] hruiq ul yg[56]kj jgzg[0E],,FFFFFFFFFFFFFFFF401F0000401F0000204E0000204E0000983A00000100,MEDIUM,regional_delta,0x76C48,48,DEF
643,0x524998,0x53BF98,0x525598,0x59C1E0,Cu[55]rjt7z xkgj oz[0E],1   1   [B0]4  [E8]3  [10]G  [10]G  1   ,0100000001000000B0040000E80300001027000010270000010000001027,MEDIUM,regional_delta,0x76C48,48,DEF
644,0x5249C8,0x53BFC8,0x5255C8,0x59C210,Szorr [57]gtz zu hkmot znk mgsk[1F],,FFFFFFFFFFFFFFFF010000005802000058020000DC05000058020000EE02,MEDIUM,regional_delta,0x76C48,48,DEF
645,0x524AB8,0x53C0B8,0x5256B8,0x59C300,Cgt tuz grruigzk yg[56]k lork sksux[59] ,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,48,DEF
646,0x524AE8,0x53C0E8,0x5256E8,0x59C330,It[56]groj yg[56]k lork1,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,48,DEF
647,0x524B18,0x53C118,0x525718,0x59C050,Sg[56]k [11]   ,2   2   ,0200000002000000FFFFFFFF,LOW,nearby_search,0x76938,12,DEF
648,0x524B24,0x53C124,0x525724,0x59C05C,Sg[56]k [12]   ,,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76938,12,DEF
649,0x524B30,0x53C130,0x525730,0x59C058,Sg[56]k [13]   ,,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76928,12,DEF
650,0x524B3C,0x53C13C,0x52573C,0x59C054,Sg[56]k [14]   ,2   ,02000000FFFFFFFFFFFFFFFF,LOW,nearby_search,0x76918,12,DEF
651,0x524B48,0x53C148,0x525748,0x59C050,Sg[56]k [15]   ,2   2   ,0200000002000000FFFFFFFF,LOW,nearby_search,0x76908,12,DEF
652,0x524B54,0x53C154,0x525754,0x59C05C,Sg[56]k [16]   ,,FFFFFFFFFFFFFFFFFFFFFFFF,LOW,nearby_search,0x76908,12,DEF
