index,raw_offset,text_offset,category,confidence,padding,total_bytes,text_preview,reason
944,0x5992F0,0x5992F0,clean_text,95,0,6,Wasser,contains German indicator word
945,0x5992F7,0x5992FC,clean_text,95,5,9,Wind,contains German indicator word
946,0x599301,0x599308,clean_text,95,7,13,Heilig,contains German indicator word
947,0x59930F,0x599318,clean_text,85,9,43,Soll das wirklich entfernt werden?,"german_ratio=85.29%, ff7_valid=100.00%"
948,0x59933B,0x59933C,clean_text,85,1,4,Ja!,"german_ratio=66.67%, ff7_valid=100.00%"
949,0x599340,0x599360,clean_text,85,32,44,Einen Moment,"german_ratio=91.67%, ff7_valid=100.00%"
950,0x59936D,0x599384,character_name,95,23,36,Sephiroth,contains SEPHIROTH
951,0x599392,0x5993A8,clean_text,85,22,26,Waf.,"german_ratio=75.00%, ff7_valid=100.00%"
952,0x5993AD,0x5993C4,clean_text,85,23,27,Rüs.,"german_ratio=75.00%, ff7_valid=100.00%"
953,0x5993C9,0x5993E0,clean_text,85,23,38,Fähigkeitsliste,"german_ratio=100.00%, ff7_valid=100.00%"
954,0x5993F0,0x5993FC,clean_text,85,12,26,Rüstungseffekt,"german_ratio=100.00%, ff7_valid=100.00%"
955,0x59940B,0x599418,clean_text,85,13,19,Prüfen,"german_ratio=100.00%, ff7_valid=100.00%"
956,0x59941F,0x599434,clean_text,85,21,27,Ordnen,"german_ratio=100.00%, ff7_valid=100.00%"
957,0x59943B,0x599450,clean_text,85,21,44,Gespeicherte Zahl   /24,"german_ratio=69.57%, ff7_valid=100.00%"
958,0x599468,0x59946C,clean_text,85,4,6,AP,"german_ratio=100.00%, ff7_valid=100.00%"
959,0x59946F,0x599488,clean_text,95,25,42,Auf nächste Ebene,contains German indicator word
960,0x59949A,0x5994A4,clean_text,95,10,16,MASTER,contains German indicator word
961,0x5994AB,0x5994C0,clean_text,85,21,27,Ordnen,"german_ratio=100.00%, ff7_valid=100.00%"
962,0x5994C7,0x5994DC,clean_text,85,21,29,Tauschen,"german_ratio=100.00%, ff7_valid=100.00%"
963,0x5994E5,0x5994F8,clean_text,85,19,34,Alles entfernen,"german_ratio=93.33%, ff7_valid=100.00%"
964,0x599508,0x599514,clean_text,85,12,21,Wegwerfen,"german_ratio=100.00%, ff7_valid=100.00%"
965,0x59951E,0x599530,fragment,80,18,18,,too short for menu text
966,0x599531,0x59954C,clean_text,85,27,51,Geschwindigkeit   %HåHER,"german_ratio=79.17%, ff7_valid=100.00%"
967,0x599565,0x599568,clean_text,85,3,18,Schutz   %HåHER,"german_ratio=66.67%, ff7_valid=100.00%"
968,0x599578,0x599584,clean_text,95,12,32,Zauberkraft   %HåHER,contains German indicator word
969,0x599599,0x5995A0,clean_text,95,7,21,Glück   %HåHER,contains German indicator word
970,0x5995AF,0x5995BC,clean_text,95,13,19,MASTER,contains German indicator word
971,0x5995C3,0x5995D8,clean_text,95,21,27,Stärke,contains German indicator word
972,0x5995DF,0x5995F4,clean_text,95,21,30,Vitalität,contains German indicator word
973,0x5995FE,0x599610,clean_text,95,18,24,Zauber,contains German indicator word
974,0x599617,0x59962C,clean_text,85,21,30,Zbrvertdg,"german_ratio=100.00%, ff7_valid=100.00%"
975,0x599636,0x599648,clean_text,95,18,26,Geschick,contains German indicator word
976,0x599651,0x599664,clean_text,95,19,24,Glück,contains German indicator word
977,0x59966A,0x599680,clean_text,85,22,27,MAXHP,"german_ratio=100.00%, ff7_valid=100.00%"
978,0x599686,0x59969C,clean_text,85,22,27,MAXMP,"german_ratio=100.00%, ff7_valid=100.00%"
979,0x5996A2,0x5996B8,clean_text,85,22,27,MAXHP,"german_ratio=100.00%, ff7_valid=100.00%"
980,0x5996BE,0x5996D4,clean_text,85,22,27,MAXMP,"german_ratio=100.00%, ff7_valid=100.00%"
981,0x5996DA,0x5996F0,clean_text,85,22,28,EXP.UP,"german_ratio=83.33%, ff7_valid=100.00%"
982,0x5996F7,0x59970C,clean_text,85,21,27,Gil UP,"german_ratio=83.33%, ff7_valid=100.00%"
983,0x599713,0x599728,clean_text,85,21,32,Treffen - %,"german_ratio=63.64%, ff7_valid=100.00%"
984,0x599734,0x599744,clean_text,85,16,27,Treffen + %,"german_ratio=63.64%, ff7_valid=100.00%"
985,0x599750,0x599760,character_name,95,16,31,Chocobo treffen,contains CHOCO
986,0x599770,0x59977C,clean_text,85,12,27,Präventivm. + %,"german_ratio=66.67%, ff7_valid=100.00%"
987,0x59978C,0x599798,clean_text,85,12,23,Fernangriff,"german_ratio=100.00%, ff7_valid=100.00%"
988,0x5997A4,0x5997B4,clean_text,85,16,30,Alle angreifen,"german_ratio=92.86%, ff7_valid=100.00%"
989,0x5997C3,0x5997D0,clean_text,85,13,25,Gegenangriff,"german_ratio=100.00%, ff7_valid=100.00%"
990,0x5997DD,0x5997EC,clean_text,85,15,29,Alle angreifen,"german_ratio=92.86%, ff7_valid=100.00%"
991,0x5997FB,0x599808,clean_text,95,13,30,Ständiger Angriff,contains German indicator word
992,0x59981A,0x599824,clean_text,85,10,24,HP/MP-nderung,"german_ratio=84.62%, ff7_valid=100.00%"
993,0x599833,0x599840,clean_text,95,13,19,Kaufen,contains German indicator word
994,0x599847,0x59985E,clean_text,95,23,32,Verkaufen,contains German indicator word
995,0x599868,0x59987C,clean_text,95,20,27,Beenden,contains German indicator word
996,0x599884,0x59989A,clean_text,95,22,28,Objekt,contains German indicator word
997,0x5998A1,0x5998B8,clean_text,95,23,30,Materia,contains German indicator word
998,0x5998C0,0x5998D8,clean_text,95,24,48,Kaufen Verkaufen Beenden,contains German indicator word
999,0x5998F1,0x5998F8,clean_text,85,7,10,Gil,"german_ratio=100.00%, ff7_valid=100.00%"
1000,0x5998FC,0x599918,clean_text,95,28,34,Besitz,contains German indicator word
1001,0x59991F,0x599938,clean_text,85,25,36,Ausstattung,"german_ratio=100.00%, ff7_valid=100.00%"
1002,0x599944,0x599958,clean_text,95,20,26,Gesamt,contains German indicator word
1003,0x59995F,0x599978,clean_text,85,25,32,Wieviel,"german_ratio=100.00%, ff7_valid=100.00%"
1004,0x599980,0x599998,clean_text,95,24,41,Objekt    Materia,contains German indicator word
1005,0x5999AA,0x5999B8,clean_text,85,14,24,Übrige Gil,"german_ratio=90.00%, ff7_valid=100.00%"
1006,0x5999C3,0x5999D8,clean_text,85,21,37,Preis für Master,"german_ratio=87.50%, ff7_valid=100.00%"
1007,0x5999E9,0x5999F8,clean_text,85,15,29,Preis durch AP,"german_ratio=85.71%, ff7_valid=100.00%"
1008,0x599A07,0x599A18,clean_text,85,17,21,Waf.,"german_ratio=75.00%, ff7_valid=100.00%"
1009,0x599A1D,0x599A2E,clean_text,85,17,21,Rüs.,"german_ratio=75.00%, ff7_valid=100.00%"
1010,0x599A33,0x599A44,clean_text,85,17,21,Zub.,"german_ratio=75.00%, ff7_valid=100.00%"
1011,0x599A49,0x599A5A,clean_text,85,17,21,Zub.,"german_ratio=75.00%, ff7_valid=100.00%"
1012,0x599A5F,0x599A70,clean_text,95,17,23,Stärke,contains German indicator word
1013,0x599A77,0x599A86,clean_text,95,15,23,Geschick,contains German indicator word
1014,0x599A8F,0x599A9C,clean_text,85,13,21,Vitalitä,"german_ratio=100.00%, ff7_valid=100.00%"
1015,0x599AA5,0x599AB2,clean_text,95,13,19,Zauber,contains German indicator word
1016,0x599AB9,0x599AC8,clean_text,95,15,20,Moral,contains German indicator word
1017,0x599ACE,0x599ADE,clean_text,95,16,21,Glück,contains German indicator word
1018,0x599AE4,0x599AF4,clean_text,85,16,25,Angreifen,"german_ratio=100.00%, ff7_valid=100.00%"
1019,0x599AFE,0x599B0A,clean_text,85,12,23,Angreifen %,"german_ratio=81.82%, ff7_valid=100.00%"
1020,0x599B16,0x599B20,clean_text,95,10,21,Verteidigen,contains German indicator word
1021,0x599B2C,0x599B36,clean_text,95,10,23,Verteidigen %,contains German indicator word
1022,0x599B44,0x599B4C,clean_text,85,8,16,Zbrangrf,"german_ratio=100.00%, ff7_valid=100.00%"
1023,0x599B55,0x599B62,clean_text,85,13,22,Zbrvertdg,"german_ratio=100.00%, ff7_valid=100.00%"
1024,0x599B6C,0x599B78,clean_text,85,12,23,Zbrvertdg %,"german_ratio=81.82%, ff7_valid=100.00%"
1025,0x599B84,0x599B8E,clean_text,85,10,18,Schlitz:,"german_ratio=87.50%, ff7_valid=100.00%"
1026,0x599B97,0x599BA4,clean_text,85,13,25,Verstärkung:,"german_ratio=91.67%, ff7_valid=100.00%"
1027,0x599BB1,0x599BBA,clean_text,85,9,14,Keine,"german_ratio=100.00%, ff7_valid=100.00%"
1028,0x599BC0,0x599BD0,clean_text,85,16,22,Normal,"german_ratio=100.00%, ff7_valid=100.00%"
1029,0x599BD7,0x599BE6,clean_text,85,15,22,Doppelt,"german_ratio=100.00%, ff7_valid=100.00%"
1030,0x599BEE,0x599BFC,clean_text,85,14,22,Dreifach,"german_ratio=100.00%, ff7_valid=100.00%"
1031,0x599C05,0x599C14,fragment,80,15,16,A,too short for menu text
1032,0x599C16,0x599C16,fragment,80,0,1,V,too short for menu text
1033,0x599C18,0x599C18,clean_text,95,0,11,Objektladen,contains German indicator word
1034,0x599C24,0x599C40,clean_text,85,28,42,Waffengeschäft,"german_ratio=100.00%, ff7_valid=100.00%"
1035,0x599C4F,0x599C68,clean_text,95,25,36,Objektladen,contains German indicator word
1036,0x599C74,0x599C90,clean_text,95,28,41,Materia-Laden,contains German indicator word
1037,0x599C9E,0x599CB8,clean_text,85,26,39,Gemischtwaren,"german_ratio=100.00%, ff7_valid=100.00%"
1038,0x599CC6,0x599CE0,clean_text,85,26,37,Gemüseladen,"german_ratio=100.00%, ff7_valid=100.00%"
1039,0x599CEC,0x599D08,clean_text,85,28,40,Zubehörladen,"german_ratio=100.00%, ff7_valid=100.00%"
1040,0x599D15,0x599D30,clean_text,85,27,40,Werkzeugladen,"german_ratio=100.00%, ff7_valid=100.00%"
1041,0x599D3E,0x599D58,clean_text,85,26,40,Souvenierladen,"german_ratio=100.00%, ff7_valid=100.00%"
1042,0x599D67,0x599D80,clean_text,85,25,36,Willkommen!,"german_ratio=90.91%, ff7_valid=100.00%"
1043,0x599D8C,0x599DAE,clean_text,85,34,57,Was möchtest du kaufen?,"german_ratio=82.61%, ff7_valid=100.00%"
1044,0x599DC6,0x599DDC,clean_text,85,22,48,Wie viele willst du davon?,"german_ratio=80.77%, ff7_valid=100.00%"
1045,0x599DF7,0x599E0A,clean_text,85,19,45,Was möchtest du verkaufen?,"german_ratio=84.62%, ff7_valid=100.00%"
1046,0x599E25,0x599E38,clean_text,85,19,49,Wie viele willst du verkaufen?,"german_ratio=83.33%, ff7_valid=100.00%"
1047,0x599E57,0x599E66,clean_text,85,15,21,Danke!,"german_ratio=83.33%, ff7_valid=100.00%"
1048,0x599E6D,0x599E94,clean_text,85,39,45,Danke!,"german_ratio=83.33%, ff7_valid=100.00%"
1049,0x599E9B,0x599EC2,clean_text,95,39,64,Du hast nicht genug Geld!,contains German indicator word
1050,0x599EDC,0x599EF0,fragment,80,20,20,,too short for menu text
1051,0x599EF1,0x599F4C,clean_text,85,91,101,Guten Tag!,"german_ratio=80.00%, ff7_valid=100.00%"
1052,0x599F57,0x599F7A,clean_text,85,35,64,Wie kann ich behilflich sein?,"german_ratio=82.76%, ff7_valid=100.00%"
1053,0x599F98,0x599FA8,clean_text,85,16,42,Wie viele willst du davon?,"german_ratio=80.77%, ff7_valid=100.00%"
1054,0x599FC3,0x599FD6,clean_text,85,19,44,Hast du was zu verkaufen?,"german_ratio=80.00%, ff7_valid=100.00%"
1055,0x599FF0,0x59A004,clean_text,85,20,40,Wie viele willst du?,"german_ratio=80.00%, ff7_valid=100.00%"
1056,0x59A019,0x59A032,clean_text,85,25,37,Vielen Dank!,"german_ratio=83.33%, ff7_valid=100.00%"
1057,0x59A03F,0x59A060,clean_text,85,33,67,Ihr werdet doch alle zurückkommen!,"german_ratio=85.29%, ff7_valid=100.00%"
1058,0x59A083,0x59A08E,clean_text,95,11,55,Soll das ein Witz sein? Das ist nicht genug!,contains German indicator word
1059,0x59A0BB,0x59A0BC,fragment,80,1,1,,too short for menu text
1060,0x59A0BD,0x59A118,unknown,50,91,8091,! #     !!             4                                    ,no pattern matched
1061,0x59C158,0x59C158,unknown,50,0,180,`?  `?  @n  @n  Z  !   !   !   !   !   !   !   !   !   !   !,no pattern matched
1062,0x59C218,0x59C218,unknown,50,0,172,"!   x""  x""  %  x""  ""  %  +  +  ñ7  3  0G  %  `?  0G      @n ",no pattern matched
1063,0x59C359,0x59C35C,fragment,80,3,3,,too short for menu text
1064,0x59C360,0x59C364,unknown,50,4,261,"!S   S ""S   ~ !   M!""           Ü ""S !~    O ü £   S ""! ! t ",no pattern matched
1065,0x59C466,0x59C488,clean_text,95,34,68,Wählen Sie eine Speicherdatei aus.,contains German indicator word
1066,0x59C4AB,0x59C4B0,clean_text,95,5,40,Wählen Sie einen Speicherblock aus.,contains German indicator word
1067,0x59C4D4,0x59C4D8,clean_text,85,4,16,STECKPLATZ 1,"german_ratio=83.33%, ff7_valid=100.00%"
1068,0x59C4E5,0x59C500,clean_text,85,27,39,STECKPLATZ 2,"german_ratio=83.33%, ff7_valid=100.00%"
1069,0x59C50D,0x59C528,clean_text,85,27,36,Wirklich?,"german_ratio=88.89%, ff7_valid=100.00%"
1070,0x59C532,0x59C550,clean_text,95,30,57,Bin am Laden. Bitte warten,contains German indicator word
1071,0x59C56C,0x59C578,clean_text,95,12,41,Bin am Sichern. Bitte warten,contains German indicator word
1072,0x59C596,0x59C5A0,clean_text,85,10,14,LEER,"german_ratio=100.00%, ff7_valid=100.00%"
1073,0x59C5A5,0x59C5C8,clean_text,85,35,40,BLOCK,"german_ratio=100.00%, ff7_valid=100.00%"
1074,0x59C5CE,0x59C5F0,clean_text,85,34,41,Weiter?,"german_ratio=85.71%, ff7_valid=100.00%"
1075,0x59C5F8,0x59C618,unknown,50,32,35,/15,no pattern matched
1076,0x59C61C,0x59C640,clean_text,95,36,63,Überprüfe Spielstandsdatei,contains German indicator word
1077,0x59C65C,0x59C668,fragment,80,12,14,01,too short for menu text
1078,0x59C66B,0x59C690,fragment,80,37,39,02,too short for menu text
1079,0x59C693,0x59C6B8,fragment,80,37,39,03,too short for menu text
1080,0x59C6BB,0x59C6E0,fragment,80,37,39,04,too short for menu text
1081,0x59C6E3,0x59C708,fragment,80,37,39,05,too short for menu text
1082,0x59C70B,0x59C730,fragment,80,37,39,06,too short for menu text
1083,0x59C733,0x59C758,fragment,80,37,39,07,too short for menu text
1084,0x59C75B,0x59C780,fragment,80,37,39,08,too short for menu text
1085,0x59C783,0x59C7A8,fragment,80,37,39,09,too short for menu text
1086,0x59C7AB,0x59C7D0,fragment,80,37,39,10,too short for menu text
1087,0x59C7D3,0x59C7F8,fragment,80,37,39,11,too short for menu text
1088,0x59C7FB,0x59C820,fragment,80,37,39,12,too short for menu text
1089,0x59C823,0x59C848,fragment,80,37,39,13,too short for menu text
1090,0x59C84B,0x59C870,fragment,80,37,39,14,too short for menu text
1091,0x59C873,0x59C898,fragment,80,37,39,15,too short for menu text
1092,0x59C89B,0x59C8C0,clean_text,85,37,49,Gespeichert.,"german_ratio=91.67%, ff7_valid=100.00%"
1093,0x59C8CD,0x59C8E8,clean_text,95,27,51,Speichern nicht möglich.,contains German indicator word
1094,0x59C901,0x59C910,clean_text,95,15,35,Laden nicht möglich.,contains German indicator word
1095,0x59C925,0x59C938,clean_text,85,19,39,Daten sind zerstört.,"german_ratio=85.00%, ff7_valid=100.00%"
1096,0x59C94D,0x59C960,clean_text,85,19,30,NEUES SPIEL,"german_ratio=90.91%, ff7_valid=100.00%"
1097,0x59C96C,0x59C988,clean_text,85,28,47,Wirklich speichern?,"german_ratio=89.47%, ff7_valid=100.00%"
1098,0x59C99C,0x59C9B0,clean_text,85,20,22,Ja,"german_ratio=100.00%, ff7_valid=100.00%"
1099,0x59C9B3,0x59C9D8,clean_text,85,37,41,Nein,"german_ratio=100.00%, ff7_valid=100.00%"
1100,0x59C9DD,0x59CA00,clean_text,85,35,43,Beendet.,"german_ratio=87.50%, ff7_valid=100.00%"
1101,0x59CA09,0x59CA42,fragment,80,57,57,,too short for menu text
1102,0x59CA43,0x59CA84,fragment,80,65,65,,too short for menu text
1103,0x59CA85,0x59CAC6,clean_text,95,65,75,Formatiert,contains German indicator word
1104,0x59CAD1,0x59CB08,clean_text,95,55,81,Formatierung nicht möglich,contains German indicator word
1105,0x59CB23,0x59CB4A,clean_text,95,39,55,Nicht formatiert,contains German indicator word
1106,0x59CB5B,0x59CB8C,clean_text,85,49,67,Jetzt formatieren?,"german_ratio=88.89%, ff7_valid=100.00%"
1107,0x59CB9F,0x59CBCE,clean_text,85,47,72,Memory Card wird geprüft.,"german_ratio=84.00%, ff7_valid=100.00%"
1108,0x59CBE8,0x59CC10,clean_text,95,40,63,Keine Spielstandsdatei.,contains German indicator word
1109,0x59CC28,0x59CC52,clean_text,95,42,107,Diese Memory Card ist beschädigt und kann nicht verwendet we,contains German indicator word
1110,0x59CC94,0x59CC94,clean_text,85,0,28,Andere Memory Card einlegen.,"german_ratio=85.71%, ff7_valid=100.00%"
1111,0x59CCB1,0x59CCD6,clean_text,95,37,85,Nicht genug Platz in der Spielstandsdatei übrig.,contains German indicator word
1112,0x59CD07,0x59CD18,clean_text,95,17,64,Bitte benutzen Sie eine andere Spielstandsdatei,contains German indicator word
1113,0x59CD48,0x59CD5A,clean_text,85,18,61,oder löschen Sie 1 Block gesicherter Daten.,"german_ratio=81.40%, ff7_valid=100.00%"
1114,0x59CD86,0x59CD9C,fragment,80,22,22,,too short for menu text
1115,0x59CD9D,0x59CDDE,fragment,80,65,65,,too short for menu text
1116,0x59CDDF,0x59CE20,clean_text,95,65,85,Lesen nicht möglich.,contains German indicator word
1117,0x59CE35,0x59CE62,clean_text,85,45,60,Spiel beginnen?,"german_ratio=86.67%, ff7_valid=100.00%"
1118,0x59CE72,0x59CEA4,binary_data,90,50,52,,high byte ratio: 100.00%
1119,0x59CEA7,0x59CEE6,binary_data,90,63,65,,high byte ratio: 100.00%
1120,0x59CEE9,0x59CF28,binary_data,90,63,65,,high byte ratio: 100.00%
1121,0x59CF2B,0x59CF6A,fragment,80,63,63,,too short for menu text
1122,0x59CF6B,0x59CFB0,clean_text,95,69,125,Kann Speicherpuffer der Spielstandsdatei nicht zuordnen!,contains German indicator word
1123,0x59CFE9,0x59CFEC,clean_text,95,3,30,Ungültige Spielstandsdatei!,contains German indicator word
1124,0x59D008,0x59D028,clean_text,95,32,47,Spielstand 1,contains German indicator word
1125,0x59D038,0x59D03C,clean_text,95,4,19,Spielstand 2,contains German indicator word
1126,0x59D04C,0x59D050,clean_text,95,4,19,Spielstand 3,contains German indicator word
1127,0x59D060,0x59D064,clean_text,95,4,19,Spielstand 4,contains German indicator word
1128,0x59D074,0x59D078,clean_text,95,4,19,Spielstand 5,contains German indicator word
1129,0x59D088,0x59D08C,clean_text,95,4,19,Spielstand 6,contains German indicator word
1130,0x59D09C,0x59D0A0,clean_text,95,4,19,Spielstand 7,contains German indicator word
1131,0x59D0B0,0x59D0B4,clean_text,95,4,19,Spielstand 8,contains German indicator word
1132,0x59D0C4,0x59D0C8,clean_text,95,4,19,Spielstand 9,contains German indicator word
1133,0x59D0D8,0x59D0DC,clean_text,95,4,17,Spielstand 10,contains German indicator word
1134,0x59D0EA,0x59D0F0,binary_data,90,6,91,"!)  m t!v L!S     ""  % j G  K  :     `!e +! ë e   [!  ç V C ",high byte ratio: 31.82%
1135,0x59D14C,0x59D14C,binary_data,90,0,1,,high byte ratio: 100.00%
1136,0x59D150,0x59D150,clean_text,85,0,5,Level,"german_ratio=100.00%, ff7_valid=100.00%"
1137,0x59D156,0x59D158,unknown,50,2,138,p  @  cZ|ffW|ôòâ|ìåî|gåòìáî|íïáãìåîNâññ cZ|ffW|ôòâ|ìåî|gåòìá,no pattern matched
1138,0x59D1E1,0x59D1F0,unknown,50,15,135,ôóòõ                  _ñï•     âïô             ôèî          ,no pattern matched
1139,0x59D26A,0x59D26A,binary_data,90,0,8,UéA/,high byte ratio: 50.00%
1140,0x59D273,0x59D273,unknown,50,0,37,"_      _($((($(( $,( $,(",no pattern matched
1141,0x59D299,0x59D299,binary_data,90,0,9,ü,high byte ratio: 50.00%
1142,0x59D2A4,0x59D2A4,binary_data,90,0,16,Üó-`,high byte ratio: 60.00%
1143,0x59D2B6,0x59D2B6,unknown,50,0,228,"-`Vc,9_      _#å£ñ         !4 AM }J àJ áN       %áõáîR      ",no pattern matched
1144,0x59D39C,0x59D39C,unknown,50,0,275,ü^ ^ ^ ^ ^ ^ ^ ^ ^ ._ 3_ I_ N_ j_ z_ î_ ß_ _ _ _ _ _ _ .` B`,no pattern matched
1145,0x59D4B6,0x59D4B6,binary_data,90,0,1702,ü      0        4    =    :    ;    ?    3    A    .    -   ,high byte ratio: 58.86%
1146,0x59DB5D,0x59DB5D,binary_data,90,0,23,,high byte ratio: 100.00%
1147,0x59DB75,0x59DB75,binary_data,90,0,83,,high byte ratio: 100.00%
1148,0x59DBC9,0x59DBC9,binary_data,90,0,15,,high byte ratio: 100.00%
1149,0x59DBD9,0x59DBD9,binary_data,90,0,35,,high byte ratio: 100.00%
