# FF7 German Strings - Indexed by touphScript Order
# Generated: 2026-01-02 21:47:39 JST
# Session: 8bc98f0a-abab-49e6-acdd-56dd38e9d149
# Total: 758 strings
#
# Format: [INDEX] EN_OFFSET | EN_TEXT | DE_TEXT | DE_HEX
# ====================================================================================================

[628] 0x00524604 | Are you sure you want to save?           | "   [8C]   [72]!  @#  4%  H*  [A8]6  ('  | 02 00 00 00 8C 00 00 00 72 01 00 00 20 03 00 00 14 05 00 00 28 0A 00 00 A8 16 00 00 08 07
[629] 0x00524628 | Yes                                      | [C4])  [D8].  l=  [B0]$  [64]9  l=  [C8] | C4 09 00 00 D8 0E 00 00 4C 1D 00 00 B0 04 00 00 64 19 00 00 4C 1D 00 00 C8 32 00 00 38 4A
[630] 0x0052464C | No                                       | l=  Ü^  Ü,  X8  "   [98]Z  "   "   x"    | 4C 1D 00 00 80 3E 00 00 80 0C 00 00 38 18 00 00 02 00 00 00 98 3A 00 00 02 00 00 00 02 00
[631] 0x00524698 | Completed.                               | "   "   "   [F4]!  [60])  [7C]5  [F8]J   | 02 00 00 00 02 00 00 00 02 00 00 00 F4 01 00 00 60 09 00 00 7C 15 00 00 F8 2A 00 00 50 46
[632] 0x00524728 | Formatted.                               | [D0]'  Ü,  [C0]2  ('  [74].  `?  [E0]N   | D0 07 00 00 80 0C 00 00 C0 12 00 00 08 07 00 00 74 0E 00 00 40 1F 00 00 E0 2E 00 00 58 02
[633] 0x00524758 | Could not format.                        | [E8]#  [B6]#  [DC]%  4%  [C0]2  [C0]2  [ | E8 03 00 00 B6 03 00 00 DC 05 00 00 14 05 00 00 C0 12 00 00 C0 12 00 00 C0 12 00 00 D8 0E
[634] 0x00524788 | Not formatted.                           | "   "   l=  [AC]-  l=  [A0]/  0G  0G  "  | 02 00 00 00 02 00 00 00 4C 1D 00 00 AC 0D 00 00 4C 1D 00 00 A0 0F 00 00 10 27 00 00 10 27
[635] 0x005247B8 | Want to format it now?                   | [A0]/  [B8]+  [B8]+  x;  l=  [88]3  [F4] | A0 0F 00 00 B8 0B 00 00 B8 0B 00 00 58 1B 00 00 4C 1D 00 00 88 13 00 00 F4 01 00 00 4C 1D
[636] 0x005247E8 | No save data file.                       | "   l=  [88]3  "   HC  "   [E0]N  0G  "  | 02 00 00 00 4C 1D 00 00 88 13 00 00 02 00 00 00 28 23 00 00 02 00 00 00 E0 2E 00 00 10 27
[637] 0x00524818 | No save data file.                       |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[638] 0x00524848 | This Memory card is damaged and cannot b |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[639] 0x00524878 | Please insert another Memory card.       |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[640] 0x005248A8 | Not enough space left on save data file. |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[641] 0x005248D8 | Use another save data file,              |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[642] 0x00524908 | or erase 1 block of saved data.          |                                          | FF FF FF FF FF FF FF FF 40 1F 00 00 40 1F 00 00 20 4E 00 00 20 4E 00 00 98 3A 00 00 01 00
[643] 0x00524998 | Couldn't read it.                        | !   !   [B0]$  [E8]#  0G  0G  !   0G  0G | 01 00 00 00 01 00 00 00 B0 04 00 00 E8 03 00 00 10 27 00 00 10 27 00 00 01 00 00 00 10 27
[644] 0x005249C8 | Still want to begin the game?            |                                          | FF FF FF FF FF FF FF FF 01 00 00 00 58 02 00 00 58 02 00 00 DC 05 00 00 58 02 00 00 EE 02
[645] 0x00524AB8 | Can not allocate save file memory buffer |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[646] 0x00524AE8 | Invalid save file!                       |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[647] 0x00524B18 | Save 1                                   |     [9A]!S   S                           | 00 00 00 00 9A 01 33 00 00 00 33 00
[648] 0x00524B24 | Save 2                                   | Ü"S   ~ [C6]![CF]                        | 80 02 33 00 00 00 5E 00 C6 01 CF 00
[649] 0x00524B30 | Save 3                                   |   M!Ü"[B2]                               | 00 00 2D 01 80 02 B2 00 00 00 00 00
[650] 0x00524B3C | Save 4                                   |       [66] Ü"S                           | 00 00 00 00 00 00 66 00 80 02 33 00
[651] 0x00524B48 | Save 5                                   | [B8]!~ [C8] [CF] [ED] O                  | B8 01 5E 00 C8 00 CF 00 ED 00 2F 00
[652] 0x00524B54 | Save 6                                   | ü [78]   S Ü"[AD]!                       | 7F 00 78 00 00 00 33 00 80 02 AD 01
[653] 0x00524B60 | Save 7                                   | [EE] [8C]![DA] t g!}                     | EE 00 8C 01 DA 00 54 00 47 01 5D 00
[654] 0x00524B6C | Save 8                                   | [A0] v   S Ü"~                           | A0 00 56 00 00 00 33 00 80 02 5E 00
[655] 0x00524B78 | Save 9                                   |   [91] Ü"S   [BD]                        | 00 00 91 00 80 02 33 00 00 00 BD 00
[656] 0x00524B84 | Save 10                                  | [83]!C![7C]![BD] $!C!                    | 83 01 23 01 7C 01 BD 00 04 01 23 01
[657] 0x00524BF0 | Level                                    |   i `!:                                  | 00 00 49 00 40 01 1A 00
[658] 0x005552C0 | PPGPPBPPP                                | [B8][B3][FE]                             | B8 B3 FE FF FF EB 00 8B 80 D9 82 BF 01 3B C5 9C
[659] 0x005552D0 | MMGMMBMMM                                | [68]iC  [75]2[81]$D^#[F8][C7]s{          | 68 49 23 00 00 75 12 81 04 24 3E 03 F8 C7 53 5B
[660] 0x00555410 | course@a@record                          | [83][EC]4[C7]dD0j*1x[C7]dD,[68]          | 83 EC 14 C7 44 24 10 4A 0A 11 58 C7 44 24 0C 68
[661] 0x00555420 | PPGPPBPPP                                |  " [89][74]D([BE]HH[F8] [89][6C]D$       | 00 02 00 89 74 24 08 BE 28 28 F8 00 89 6C 24 04
[662] 0x00555430 | MMGMMBMMM                                | [89][74]D0S[F6][C1][E9] [8B][6C]D0[8B][6 | 89 74 24 10 33 F6 C1 E9 00 8B 6C 24 10 8B 6D 00
[663] 0x005557A0 | best                                     | )   [78][E2]=W                           | 09 00 00 00 78 E2 1D 37
[664] 0x005557B0 | continue                                 | [81]$Di   [87]TD[EB]                     | 81 04 24 49 00 00 00 87 34 24 EB 00
[665] 0x005557BC | retry                                    | v[87][74]D$C[F6][81]                     | 56 87 74 24 04 23 F6 81
[666] 0x005557C4 | exit                                     | LDf   s[8B]                              | 2C 24 46 00 00 00 53 8B
[667] 0x005557CC | option                                   | |D$[90][87]<D[87]                        | 5C 24 04 90 87 1C 24 87
[668] 0x005557D4 | continue                                 | \D[8D]V[8B]_[83][EF]G[87]\D              | 3C 24 8D 36 8B 3F 83 EF 27 87 3C 24
[669] 0x005557E0 | retry                                    | [90][C7]dD$[C2]$                         | 90 C7 44 24 04 C2 04 00
[670] 0x005557E8 | exit                                     | [AE][EB][FA][9D]o[85][C0][8B]            | AE EB FA 9D 4F 85 C0 8B
[671] 0x005557F0 | ghost                                    | ,D[8D][64]D$[9C][68]                     | 0C 24 8D 64 24 04 9C 68
[672] 0x005557F8 | surface                                  | [BD],  [76]1[81]$                        | BD 0C 00 00 76 11 81 04
[673] 0x00555800 | off                                      | DiX[B7]                                  | 24 49 38 B7
[674] 0x00555804 | board                                    |  [90][81]$D[C3][E7]`                     | 00 90 81 04 24 C3 E7 40
[675] 0x0055580C | sleigh                                   |  [EB][FA][83][EC]4[C7]d                  | 00 EB FA 83 EC 14 C7 44
[676] 0x00555814 | _@_@_                                    | D0[D1]W[BA]A[C7]d                        | 24 10 D1 37 BA 21 C7 44
[677] 0x0055581C | snow                                     | D,ü ! [89][7C]                           | 24 0C 7F 00 01 00 89 7C
[678] 0x00555824 | checked                                  | D([BF]DL[F8] [C1]                        | 24 08 BF 24 2C F8 00 C1
[679] 0x0055582C | try@again                                | lD00[89]dD$[8B]'!d                       | 4C 24 10 10 89 44 24 04 8B 07 01 44
[680] 0x00555838 | exit                                     | D0[83][C7]$[66]                          | 24 10 83 C7 04 66 FF 4C
[681] 0x00555848 | technique                                | 0[FE][90][81][7C]D0[E2]#  [76]           | 10 FE 90 81 7C 24 10 E2 03 00 00 76
[682] 0x00555854 | time                                     | )[BC]    v~                              | 09 BC 00 00 00 00 56 5E
[683] 0x0055585C | balloon                                  |                                          | FF E4 90 8B 7C 24 08 8B
[684] 0x00555864 | total                                    | dD$[83][C4]4[81]$                        | 44 24 04 83 C4 14 81 04
[685] 0x0055586C | best                                     | D&A[F8]ö[90][81]$                        | 24 06 21 F8 7A 90 81 04
[686] 0x00555874 | OSP@ptsN                                 | D[C2]$ [86]                              | 24 C2 04 00 86 FF 74 24 04 9D EB F5
[687] 0x00555880 | OSP@ptsN                                 | u[83][EC]@[C7]dD<[DF][E0][95])           | 55 83 EC 20 C7 44 24 1C DF E0 95 09
[688] 0x0055588C | OTP@ptsN                                 | [C7]dD8[75] ! [89]|D4                    | C7 44 24 18 75 00 01 00 89 5C 24 14
[689] 0x00555898 | OC@ptsN                                  | [BB][98]L[F8] [C1]lD                     | BB 98 2C F8 00 C1 4C 24
[690] 0x005558A0 | OC@ptsN                                  | < [89][6C]D0[8B]K                        | 1C 00 89 6C 24 10 8B 2B
[691] 0x005558AC | QstN                                     | [90][83][C3]$[66]                        | 90 83 C3 04 66 FF 4C 24
[692] 0x005558B4 | RndN                                     | 8[75][EF]Ü[64]D<[FE]                     | 18 75 EF 80 64 24 1C FE
[693] 0x005558BC | SrdN                                     | [81][7C]D<[EC]                           | 81 7C 24 1C EC 00 00 00
[694] 0x005558C4 | TthN                                     | [76]&[90]P   [90]                        | 76 06 90 30 00 00 00 90
[695] 0x005558CC | UthN                                     | [8B]|D4[8B][6C]D0                        | 8B 5C 24 14 8B 6C 24 10
[696] 0x0057B2A8 | TEIOH                                    |  [A9][EB][FA]x[81]$D                     | 00 A9 EB FA 58 81 04 24
[697] 0x0057B3D0 | Sprint Shoes                             | $D[C2]$ [F8]                             | 04 24 C2 04 00 F8 FF 74 24 04 9D EB F5 C0 55 9D
[698] 0x0057B3E0 | Counter                                  | [F7]e0[FD]                               | F7 45 10 FD FF FF FF 9C 9C 83 EC 24 C7 44 24 20
[699] 0x0057B3F0 | Magic Counter                            | P[B6]L6[C7]dD<s   [89]lD8                | 30 B6 2C 16 C7 44 24 1C 53 00 00 00 89 4C 24 18
[700] 0x0057B400 | Precious Watch                           | [B9][F4][87][FA] [C1]lD@ [89][6C]D4[90][ | B9 F4 87 FA 00 C1 4C 24 20 00 89 6C 24 14 90 8B
[701] 0x0057B410 | Ether                                    | I![6C]D@[83][C1]$[66]                    | 29 01 6C 24 20 83 C1 04 66 FF 4C 24 1C 75 EF 50
[702] 0x0057B420 | Hero Drink                               | 67[9C][8B]$D[F6][C4]![74]%[B9][BE]'      | 16 17 9C 8B 04 24 F6 C4 01 74 05 B9 BE 07 00 00
[703] 0x0057B430 | Bolt Plume                               | S[C0][90][74]"/[A5][9D]xÜlD@![8B]l       | 33 C0 90 74 02 0F A5 9D 58 80 4C 24 20 01 8B 4C
[704] 0x0057B440 | Elixir                                   | DD[8B][6C]D@/[A4][F1] [89]lD@[90][8B]    | 24 24 8B 6C 24 20 0F A4 F1 00 89 4C 24 20 90 8B
[705] 0x0057B450 | Fire Fang                                | lD8[89][6C]DD[8B][6C]D4[90][83][C4]@/    | 4C 24 18 89 6C 24 24 8B 6C 24 14 90 83 C4 20 0F
[706] 0x0057B460 | Antarctic Wind                           | [AC][C5] [9D][C1][E6] [75]5[81]$D[64][8D | AC C5 00 9D C1 E6 00 75 15 81 04 24 64 8D DB 00
[707] 0x0057B470 | Potion                                   | [90][81]$D[C3][F7]> [C1][E1] [EB][F7][[8 | 90 81 04 24 C3 F7 1E 00 C1 E1 00 EB F7 3B 81 04
[708] 0x0057B480 | Phoenix Down                             | D[63][8D][FA][B9][C1][E2] [81]$D[C2]$ g  | 24 63 8D FA B9 C1 E2 00 81 04 24 C2 04 00 47 FF
[709] 0x0057B490 | Hyper                                    | [74]D$[9D][EB][F5]nh[9D][[FB][9C][9C][83 | 74 24 04 9D EB F5 4E 48 9D 3B FB 9C 9C 83 EC 14
[710] 0x0057B4A0 | Tranquilizer                             | [C7]dD0[C7][68][69]u[C7]dD,[66]          | C7 44 24 10 C7 68 69 55 C7 44 24 0C 66 00 00 00
[711] 0x0057B4B0 | Cat's Bell                               | [89]lD([B9][B0][88][FA] [C1]lD0 [89]t    | 89 4C 24 08 B9 B0 88 FA 00 C1 4C 24 10 00 89 54
[712] 0x0057B4C0 | Enemy Away                               | D$[90][90][8B]1!tD0[83][C1]$[66]         | 24 04 90 90 8B 11 01 54 24 10 83 C1 04 66 FF 4C
[713] 0x0057B4D0 | Sneak Attack                             | D,[C1][FD] [75][EC]ÜlD0![C1][E3] [90]    | 24 0C C1 FD 00 75 EC 80 4C 24 10 01 C1 E3 00 90
[714] 0x0057B4E0 | Chocobracelet                            | [8B]lD4[8B]tD0[90][89]lD0[90][8B]l       | 8B 4C 24 14 8B 54 24 10 90 89 4C 24 10 90 8B 4C
[715] 0x0057B4F0 | Swift Bolt                               | D([89]tD4[8B]tD$[83][C4]0[9D][90][74]    | 24 08 89 54 24 14 8B 54 24 04 83 C4 10 9D 90 74
[716] 0x0057B500 | Fire Veil                                | 9[81]$DÖö[FA][E0][C1][E0] px[81]$D       | 19 81 04 24 7B 7A FA E0 C1 E0 00 50 58 81 04 24
[717] 0x0057B510 | Megalixir                                | [C2]  @[87][D2][EB][F8][9C]K[81]$D[81][7 | C2 00 00 20 87 D2 EB F8 9C 2B 81 04 24 81 77 FA
[718] 0x0057B520 | Turbo Ether                              | T/[AC][ED] [C1][F9] [81]$D[C2]$ [CC]     | 34 0F AC ED 00 C1 F9 00 81 04 24 C2 04 00 CC FF
[719] 0x0057B530 | Hi-Potion                                | [74]D$[9D][EB][F5][97][8D][9D][83]       | 74 24 04 9D EB F5 97 8D 9D 83 FF FF 9C 9C 83 EC
[720] 0x0057B540 | Ice Crystal                              | @[C7]dD<[61][6C][[E5][C7]dD8[70] !       | 20 C7 44 24 1C 61 6C 3B E5 C7 44 24 18 70 00 01
[721] 0x0057B658 | SAM                                      | [FA][D2][83][EC]@[C7]d                   | FA D2 83 EC 20 C7 44
[722] 0x0057B65F | ELEN                                     | D<Z[6D][76][FE][C7]                      | 24 1C 3A 6D 76 FE C7
[723] 0x0057B666 | BLUES                                    | dD8[79] !                                | 44 24 18 79 00 01 00
[724] 0x0057B66D | TOM                                      | [89]dD4[B8][70][8A]                      | 89 44 24 14 B8 70 8A
[725] 0x0057B674 | JOHN                                     | [FA] [C1]lD<8                            | FA 00 C1 4C 24 1C 18
[726] 0x0057B67B | GARY                                     | [89]lD0[90][8B](                         | 89 4C 24 10 90 8B 08
[727] 0x0057B682 | MIKE                                     | !lD<[C1][E3]                             | 01 4C 24 1C C1 E3 00
[728] 0x0057B689 | SANDY                                    | [83][C0]$[66]                            | 83 C0 04 66 FF 4C 24
[729] 0x0057B690 | JU                                       | 8[75][EC][90]Ü[64]D                      | 18 75 EC 90 80 64 24
[730] 0x0057B697 | LY                                       | <[FE][8B][DB][81][74]D                   | 1C FE 8B DB 81 74 24
[731] 0x0057B69E | JOEL                                     | <P;# [90][81]                            | 1C 30 1B 03 00 90 81
[732] 0x0057B6A5 | GREY                                     | [7C]D<[B0]0#                             | 7C 24 1C B0 10 03 00
[733] 0x0057B6AC | EDWARD                                   | [76]'[C1][FB] [8B][E5]                   | 76 07 C1 FB 00 8B E5
[734] 0x0057B6B3 | JAMES                                    | }[C3][90][8B]dD4                         | 5D C3 90 8B 44 24 14
[735] 0x0057B6BA | HARVEY                                   | [90][8B]lD0[83][C4]                      | 90 8B 4C 24 10 83 C4
[736] 0x0057B6C1 | DAN                                      | @[81]$Dov[FA]                            | 20 81 04 24 4F 56 FA
[737] 0x0057B6C8 | RUDY                                     | I[90][81]$D[C2]$                         | 29 90 81 04 24 C2 04
[738] 0x0057B6CF | GRAHAM                                   |  [D7]                                    | 00 D7 FF 74 24 04 9D
[739] 0x0057B6D6 | FOX                                      | [EB][F5]z,[9D][8D][64]                   | EB F5 5A 0C 9D 8D 64
[740] 0x0057B6DD | CLIVE                                    | D[FC][89]TD[E8](                         | 24 FC 89 34 24 E8 08
[741] 0x0057B6E4 | SEAN                                     |    %[A3][72][BF]                         | 00 00 00 05 A3 72 BF
[742] 0x0057B6EB | YOUNG                                    | [60]!W[91][81]$D                         | 60 01 37 91 81 04 24
[743] 0x0057B6F2 | ROBIN                                    | c   p[8B]d                               | 43 00 00 00 50 8B 44
[744] 0x0057B6F9 | DARIO                                    | D$[90][87]$D[81]                         | 24 04 90 87 04 24 81
[745] 0x0057B700 | K                                        | LDa   w                                  | 2C 24 41 00 00 00 57
[746] 0x0057B707 | ARL                                      | [8B][7C]D$[87]\D                         | 8B 7C 24 04 87 3C 24
[747] 0x0057B70E | SARA                                     | [87]TD[8B]V[83][EE]                      | 87 34 24 8B 36 83 EE
[748] 0x0057B715 | MARIE                                    | [62][87]TD[C7]dD                         | 62 87 34 24 C7 44 24
[749] 0x0057B71C | SAMMY                                    | $[C2]$ y[F7][C1]                         | 04 C2 04 00 59 F7 C1
[750] 0x0057B723 | LIA                                      | Ü/' [EB][F4]9                            | 80 0F 07 00 EB F4 19
[751] 0x0057B72A | KNIGHT                                   | [85][C0][8B],D[8D][64]                   | 85 C0 8B 0C 24 8D 64
[752] 0x0057B731 | PAULA                                    | D$[9C][68][F8];                          | 24 04 9C 68 F8 1B 00
[753] 0x0057B738 | PAU                                      |  [76]8[81]$D[F8]                         | 00 76 18 81 04 24 F8
[754] 0x0057B73F | LE                                       | [6E][FA][C3][EB] /[A4]                   | 6E FA C3 EB 00 0F A4
[755] 0x0057B746 | PETER                                    | [DB] [81]$D[C2]                          | DB 00 81 04 24 C2 00
[756] 0x0057B74D | AIMEE                                    |  ][8B][C0][EB][F8][81]                   | 00 3D 8B C0 EB F8 81
[757] 0x0057B754 | TERRY                                    | $D[9A][70][FA][95][81]                   | 04 24 9A 70 FA 95 81
